Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	1122.00	14,538	0.0	1.0	4.5	94%	0	0	1
Peacockbooks	1174.00	2,801	52.0	1.0463	4.5	92%	0	0	0
Bookswagon	1252.00	6,382	130.0	1.1159	4	70%	0	0	0
Bookswagon	1349.00	6,382	227.0	1.2023	4	70%	0	0	0
Atlantic Publishers and Distributors	1379.00	14,538	257.0	1.2291	4.5	94%	0	0	1
Fast Media 2	1425.00	6,006	303.0	1.2701	4	72%	0	0	0
Sunrise Book store	1282.00	1,358	160.0	1.1426	3.5	61%	0	0	0
B2A UK	1462.00	6,928	340.0	1.303	4.5	83%	0	0	0
dealstar	1480.00	6,596	358.0	1.3191	4.5	85%	0	0	0
D R	2307.00	12,169	1185.0	2.0561	4	82%	0	0	0
Peacockbooks	1338.00	2,801	216.0	1.1925	4.5	92%	0	0	0
Sunrise Book store	1316.00	1,358	194.0	1.1729	3.5	61%	0	0	0
Sunrise Book store	1485.00	1,358	363.0	1.3235	3.5	61%	0	0	0
