Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	263.00	1,532	1.93	1.0074	3.5	67%	0	0	0
World500	267.00	3,279	5.93	1.0227	4	76%	0	0	0
Buy Amazing Books	271.00	3,559	9.93	1.038	3	51%	0	0	0
Amazing_Buy	298.00	17,789	36.93	1.1415	4.5	95%	1	0	0
uRead-Store	298.00	25,154	36.93	1.1415	4.5	92%	1	0	1
Inetrade India	261.07	3,256	0.0	1.0	4	75%	0	0	0
Bookflow	355.11	3,100	94.04	1.3602	3.5	68%	0	0	0
ReadAhead	359.00	213	97.93	1.3751	4	79%	0	0	0
Sri Ganesha Books	287.00	382	25.93	1.0993	4	82%	0	0	0
A Mind's Bookstore	291.00	1,409	29.93	1.1146	4.5	89%	0	0	0
Goodread Bookstore	379.00	579	117.93	1.4517	5	97%	1	0	0
Mumbai gift corner	379.00	720	117.93	1.4517	4.5	89%	0	0	0
Essay Shopping Malls	380.00	52	118.93	1.4555	4	75%	0	0	0
SBM Enterprises	299.25	48	38.18	1.1462	4	75%	0	0	0
Royal500	397.00	882	135.93	1.5207	4.5	92%	0	0	0
Book store01	369.00	14	107.93	1.4134	3.5	57%	0	0	0
MK BOOKS INDIA	399.00	2,249	137.93	1.5283	2.5	34%	0	0	0
Santusti Enterprises	399.00	26	137.93	1.5283	4	81%	0	0	0
Sunrise Book store	327.00	1,360	65.93	1.2525	3.5	61%	0	0	0
ScribbleGraffito	331.17	29	70.1	1.2685	4.5	91%	0	0	0
ReadAhead	359.00	213	97.93	1.3751	4	79%	0	0	0
Bookflow	359.10	3,100	98.03	1.3755	3.5	68%	0	0	0
ScribbleGraffito	331.17	29	70.1	1.2685	4.5	91%	0	0	0
BSK Book	399.00	160	137.93	1.5283	3.5	60%	0	0	0
DARPAN	399.00	33	137.93	1.5283	4.5	85%	0	0	0
READERS CHOICE BOOKS	359.00	100	97.93	1.3751	4	76%	0	0	0
Talekart	399.00	19	137.93	1.5283	5	95%	0	0	0
Ginni Books	447.26	9	186.19	1.7132	4.5	89%	0	0	0
Ambe Books	447.26	2	186.19	1.7132	3	50%	0	0	0
Ginni Books	447.33	9	186.26	1.7134	4.5	89%	0	0	0
Bookflow	359.10	3,100	98.03	1.3755	3.5	68%	0	0	0
