Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	297.00	1,531	2.57	1.0087	3.5	67%	0	0	0
World500	302.00	3,270	7.57	1.0257	4	76%	0	0	0
Inetrade India	294.43	3,254	0.0	1.0	4	75%	0	0	1
Bookflow	391.50	3,100	97.07	1.3297	3.5	68%	0	0	0
FOUNTAINHEAD	324.00	98	29.57	1.1004	4.5	91%	0	0	0
Sri Ganesha Books	324.00	382	29.57	1.1004	4	82%	0	0	0
Royal500	435.00	882	140.57	1.4774	4.5	92%	0	0	0
Buy Amazing Books	450.00	3,557	155.57	1.5284	3	51%	0	0	0
ScribbleGraffito	373.50	29	79.07	1.2686	4.5	91%	0	0	0
Mumbai gift corner	456.00	720	161.57	1.5488	4.5	89%	0	0	0
Atlantic Publishers and Distributors	674.00	14,540	379.57	2.2892	4.5	94%	0	0	0
Peacockbooks	729.00	2,801	434.57	2.476	4.5	92%	0	0	0
Bookswagon	786.00	6,387	491.57	2.6696	4	70%	0	0	0
Bookswagon	751.00	6,387	456.57	2.5507	4	70%	0	0	0
Sunrise Book store	783.00	1,359	488.57	2.6594	3.5	61%	0	0	0
MK BOOKS INDIA	1090.00	2,248	795.57	3.7021	2.5	34%	0	0	0
B2A UK	1098.00	6,928	803.57	3.7292	4.5	83%	0	0	0
