Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	520.00	25,152	77.0	1.1738	4.5	92%	1	0	1
Blossom book house	520.00	58	77.0	1.1738	4	74%	0	0	0
Goodread Bookstore	443.00	579	0.0	1.0	5	97%	0	0	0
dealstar	530.00	6,601	87.0	1.1964	4.5	85%	0	0	0
Inetrade India	456.07	3,256	13.07	1.0295	4	75%	0	0	0
The Bookhive	479.20	43	36.2	1.0817	4	80%	0	0	0
BW ENTERPRISES	462.00	44	19.0	1.0429	4	79%	0	0	0
Read factor	577.00	1,532	134.0	1.3025	3.5	67%	0	0	0
Comma365	537.00	2,242	94.0	1.2122	4.5	95%	0	0	0
Booksmandi	480.00	2,531	37.0	1.0835	4.5	89%	0	0	0
BW ENTERPRISES	479.00	44	36.0	1.0813	4	79%	0	0	0
A to Z Book House	499.00	1,275	56.0	1.1264	3	45%	0	0	0
Lot Book	635.00	177	192.0	1.4334	4.5	88%	0	0	0
iTippi Book	599.00	108	156.0	1.3521	4.5	91%	0	0	0
Browsers' Lounge	576.00	122	133.0	1.3002	4.5	96%	0	0	0
Atlantic Publishers and Distributors	685.00	14,540	242.0	1.5463	4.5	94%	0	0	0
Peacockbooks	740.00	2,801	297.0	1.6704	4.5	92%	0	0	0
B2A UK	1050.00	6,928	607.0	2.3702	4.5	83%	0	0	0
D R	2368.00	12,169	1925.0	5.3454	4	82%	0	0	0
