Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	659.00	1,299,180	74.73	1.1279	4.5	92%	1	1	1
Repro Books on Demand	659.00	3,418	74.73	1.1279	4.5	93%	1	0	0
uRead-Store	659.00	25,132	74.73	1.1279	4.5	92%	1	0	0
Inetrade India	584.27	3,252	0.0	1.0	4	75%	0	0	0
MK BOOKS INDIA	676.00	2,247	91.73	1.157	2.5	34%	0	0	0
All India Book House	695.00	2,957	110.73	1.1895	4.5	93%	1	0	0
Book Wise Darya Ganj	755.00	1,097	170.73	1.2922	4.5	89%	0	0	0
Okhla Book Distributor	635.00	59	50.73	1.0868	4.5	95%	0	0	0
skypee	723.00	195	138.73	1.2374	4	74%	0	0	0
NAMARA BOOKS	723.00	41	138.73	1.2374	2	18%	0	0	0
Suryan Books	716.00	39	131.73	1.2255	4.5	95%	0	0	0
Books-a-zillion	795.00	89	210.73	1.3607	4	82%	0	0	0
Bookwell Publication	715.00	19	130.73	1.2237	4.5	84%	0	0	0
Education Centre	795.00	13	210.73	1.3607	2	23%	0	0	0
Sunrise Book store	780.00	1,356	195.73	1.335	3.5	61%	0	0	0
Ebookstore	1227.00	522	642.73	2.1001	4.5	85%	0	0	0
B2A UK	3250.00	6,928	2665.73	5.5625	4.5	83%	0	0	0
Atlantic Publishers and Distributors	3960.00	14,537	3375.73	6.7777	4.5	94%	0	0	0
Global Klamp	4803.00	38	4218.73	8.2205	4.5	95%	0	0	0
etohfa	4924.00	23	4339.73	8.4276	5	100%	0	0	0
Books-a-zillion	795.00	89	210.73	1.3607	4	82%	0	0	0
Sunrise Book store	3425.00	1,356	2840.73	5.862	3.5	61%	0	0	0
Sunrise Book store	3791.00	1,356	3206.73	6.4884	3.5	61%	0	0	0
Sunrise Book store	3794.00	1,356	3209.73	6.4936	3.5	61%	0	0	0
