Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
OLD IS GOLD BOOK'S	300.00	64	0.0	1.0	3	56%	0	0	0
PICK A BOOKS	499.00	165	199.0	1.6633	4	78%	0	0	0
OLD IS GOLD BOOK'S	498.00	64	198.0	1.66	3	56%	0	0	0
Manila Books Services	474.00	13	174.0	1.58	4.5	92%	0	0	0
QUALITYBOOKS INDIA	579.00	50	279.0	1.93	4.5	94%	0	0	0
Cloudtail India	619.00	1,299,158	319.0	2.0633	4.5	92%	1	1	0
SOUTHERN BOOK SELLERS	638.00	31	338.0	2.1267	3	48%	0	0	0
uRead-Store	668.00	25,127	368.0	2.2267	4.5	92%	1	0	0
BetterDeals	771.16	12	471.16	2.5705	5	100%	0	0	0
Inetrade India	717.60	3,249	417.6	2.392	4	75%	0	0	0
MK BOOKS INDIA	799.00	2,246	499.0	2.6633	2.5	34%	0	0	0
Sunrise Book store	699.00	1,356	399.0	2.33	3.5	61%	0	0	0
BooksRaja	722.00	171	422.0	2.4067	4.5	85%	0	0	0
Rama BOOKS	671.16	6	371.16	2.2372	3.5	67%	0	0	0
radhika A communication	759.00	29	459.0	2.53	4	78%	0	0	0
Kushii Radiance Bookshop	720.00	63	420.0	2.4	4.5	84%	0	0	0
V5MARK	730.00	8	430.0	2.4333	4	75%	0	0	0
BOOK CENTRE	795.00	862	495.0	2.65	4	81%	0	0	0
Books-a-zillion	799.00	89	499.0	2.6633	4	82%	0	0	0
Booksmandi	760.00	2,530	460.0	2.5333	4.5	89%	0	0	0
Sunrise Book store	699.00	1,356	399.0	2.33	3.5	61%	0	0	0
Manila Books Services	799.00	13	499.0	2.6633	4.5	92%	0	0	0
Books-a-zillion	799.00	89	499.0	2.6633	4	82%	0	0	0
SAI BOOKS	791.00	181	491.0	2.6367	3	46%	0	0	0
The Grand_Store	800.00	10	500.0	2.6667	3	50%	0	0	0
Ebookstore	1041.00	522	741.0	3.47	4.5	85%	0	0	0
Book eHub	1101.00	32	801.0	3.67	4	74%	0	0	0
ASIAN TREASURES	1118.00	18	818.0	3.7267	4.5	94%	0	0	0
Speedy_Books	1218.00	489	918.0	4.06	4.5	80%	0	0	0
