Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SB Center	245.00	13	0.0	1.0	4.5	92%	0	0	0
Old Book Den	310.00	4	65.0	1.2653	4.5	100%	0	0	0
Cloudtail India	322.00	1,299,242	77.0	1.3143	4.5	92%	1	1	1
mansion books	248.00	86	3.0	1.0122	4.5	86%	0	0	0
uRead-Store	335.56	25,138	90.56	1.3696	4.5	92%	1	0	0
Fair N Frank Book Seller	300.00	148	55.0	1.2245	4	81%	0	0	0
SUDHA BOOKS	277.00	123	32.0	1.1306	4.5	85%	0	0	0
Payal Books	299.00	657	54.0	1.2204	3	51%	0	0	0
BOOKS BOOKS INDIA	300.00	56	55.0	1.2245	3.5	55%	0	0	0
JBCPD	498.00	32,618	253.0	2.0327	4.5	93%	1	0	0
O_Store	430.50	593	185.5	1.7571	4.5	87%	0	0	0
Rama BOOKS	441.00	6	196.0	1.8	3.5	67%	0	0	0
The_Multimedia_Shop	499.00	117	254.0	2.0367	4	85%	0	0	0
Sunrise Book store	467.00	1,358	222.0	1.9061	3.5	61%	0	0	0
The Grand_Store	540.00	10	295.0	2.2041	3	50%	0	0	0
kabdwalbookdotcom	499.00	103	254.0	2.0367	4	78%	0	0	0
V5MARK	493.00	8	248.0	2.0122	4	75%	0	0	0
Technical Book	417.00	53	172.0	1.702	3.5	62%	0	0	0
Manila Books Services	525.00	13	280.0	2.1429	4.5	92%	0	0	0
BOOK CENTRE	540.00	862	295.0	2.2041	4	81%	0	0	0
BOOKS BOOKS INDIA	350.00	56	105.0	1.4286	3.5	55%	0	0	0
Books-a-zillion	525.00	89	280.0	2.1429	4	82%	0	0	0
SAI BOOKS	519.00	181	274.0	2.1184	3	46%	0	0	0
Speedy_Books	747.00	490	502.0	3.049	4.5	81%	0	0	0
Ebookstore	813.00	522	568.0	3.3184	4.5	85%	0	0	0
Book eHub	875.00	32	630.0	3.5714	4	72%	0	0	0
ASIAN TREASURES	889.00	18	644.0	3.6286	4.5	94%	0	0	0
