Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MK BOOKS INDIA	509.00	2,245	64.25	1.1445	2.5	34%	0	0	0
Inetrade India	444.75	3,249	0.0	1.0	4	75%	0	0	1
AskTech Books	451.00	2	6.25	1.0141	2.5	50%	0	0	0
Comma365	505.00	2,242	60.25	1.1355	4.5	95%	0	0	0
The Bookhive	479.20	43	34.45	1.0775	4	80%	0	0	0
BW ENTERPRISES	462.00	44	17.25	1.0388	4	79%	0	0	0
Booksmandi	480.00	2,530	35.25	1.0793	4.5	89%	0	0	0
Browsers' Lounge	509.15	122	64.4	1.1448	4.5	96%	0	0	0
Abhinav Books Store	527.12	60	82.37	1.1852	3	54%	0	0	0
A to Z Book House	599.00	1,275	154.25	1.3468	3	46%	0	0	0
BW ENTERPRISES	467.00	44	22.25	1.05	4	79%	0	0	0
BW ENTERPRISES	479.00	44	34.25	1.077	4	79%	0	0	0
Abhinav Books Store	551.00	60	106.25	1.2389	3	54%	0	0	0
Atlantic Publishers and Distributors	1228.00	14,537	783.25	2.7611	4.5	94%	0	0	0
Peacockbooks	1302.00	2,800	857.25	2.9275	4.5	92%	0	0	0
Bookswagon	1380.00	6,375	935.25	3.1029	4	70%	0	0	0
Sunrise Book store	1370.00	1,356	925.25	3.0804	3.5	61%	0	0	0
