Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
RN Books World	350.00	4	0.0	1.0	3.5	50%	0	0	0
Cloudtail India	405.00	1,299,238	55.0	1.1571	4.5	92%	1	1	1
Amazing_Buy	435.00	17,787	85.0	1.2429	4.5	95%	1	0	0
Sri Ganesha Books	359.00	382	9.0	1.0257	4	82%	0	0	0
SBM Enterprises	369.26	48	19.26	1.055	4	75%	0	0	0
Book Selection Centre	374.00	136	24.0	1.0686	4.5	96%	0	0	0
Read factor	499.00	1,528	149.0	1.4257	3.5	67%	0	0	0
uRead-Store	544.00	25,138	194.0	1.5543	4.5	92%	1	0	0
Atlantic Publishers and Distributors	673.00	14,538	323.0	1.9229	4.5	94%	0	0	0
Browsers' Lounge	693.00	122	343.0	1.98	4.5	96%	0	0	0
Peacockbooks	727.00	2,801	377.0	2.0771	4.5	92%	0	0	0
Bookswagon	792.00	6,382	442.0	2.2629	4	70%	0	0	0
Bookswagon	794.00	6,382	444.0	2.2686	4	70%	0	0	0
Sunrise Book store	815.00	1,358	465.0	2.3286	3.5	61%	0	0	0
dealstar	844.00	6,596	494.0	2.4114	4.5	85%	0	0	0
Sunrise Book store	756.00	1,358	406.0	2.16	3.5	61%	0	0	0
Sunrise Book store	789.00	1,358	439.0	2.2543	3.5	61%	0	0	0
B2A UK	1200.00	6,928	850.0	3.4286	4.5	83%	0	0	0
D R	2494.00	12,168	2144.0	7.1257	4	82%	0	0	0
