Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	675.00	1,299,238	70.0	1.1157	4.5	92%	1	1	1
JBCPD	755.00	32,618	150.0	1.2479	4.5	93%	1	0	0
MADAAN BOOK COLLECTION	605.00	109	0.0	1.0	4	86%	0	0	0
Mittal Books India	821.00	15,728	216.0	1.357	4.5	95%	1	0	0
Inetrade India	750.30	3,253	145.3	1.2402	4	75%	0	0	0
uRead-Store	826.00	25,138	221.0	1.3653	4.5	92%	1	0	0
ReaderBooks	745.00	441	140.0	1.2314	4	72%	0	0	0
RFCB	889.00	8	284.0	1.4694	4.5	88%	0	0	0
Rama BOOKS	755.16	6	150.16	1.2482	3.5	67%	0	0	0
O_Store	737.18	593	132.18	1.2185	4.5	87%	0	0	0
Sunrise Book store	751.00	1,358	146.0	1.2413	3.5	61%	0	0	0
Darth Vader	800.00	61	195.0	1.3223	4	77%	0	0	0
Kushii Radiance Bookshop	810.00	63	205.0	1.3388	4.5	84%	0	0	0
V5MARK	816.00	8	211.0	1.3488	4	75%	0	0	0
Ebookstore	961.00	522	356.0	1.5884	4.5	85%	0	0	0
BookAdda	899.00	365	294.0	1.486	3	46%	0	0	0
MANJU INTERNATIONAL	899.00	86	294.0	1.486	4	79%	0	0	0
BOOK CENTRE	889.00	862	284.0	1.4694	4	81%	0	0	0
Commercial House	879.00	4	274.0	1.4529	5	100%	0	0	0
Manila Books Services	899.00	13	294.0	1.486	4.5	92%	0	0	0
Books-a-zillion	899.00	89	294.0	1.486	4	82%	0	0	0
Booksmandi	899.00	2,531	294.0	1.486	4.5	89%	0	0	0
ASIAN TREASURES	1037.00	18	432.0	1.714	4.5	94%	0	0	0
The Grand_Store	900.00	10	295.0	1.4876	3	50%	0	0	0
justshopindia	899.00	2	294.0	1.486	5	100%	0	0	0
SAI BOOKS	890.00	181	285.0	1.4711	3	46%	0	0	0
Book eHub	1184.00	32	579.0	1.957	4	72%	0	0	0
EVERY BOOK SUPPLIERS	1089.00	3	484.0	1.8	3.5	67%	0	0	0
Speedy_Books	1310.00	490	705.0	2.1653	4.5	81%	0	0	0
Fast Media 2	2655.48	6,006	2050.48	4.3892	4	72%	0	0	0
Sunrise Book store	772.00	1,358	167.0	1.276	3.5	61%	0	0	0
Sunrise Book store	818.00	1,358	213.0	1.3521	3.5	61%	0	0	0
Books-a-zillion	899.00	89	294.0	1.486	4	82%	0	0	0
EVERY BOOK SUPPLIERS	1089.00	3	484.0	1.8	3.5	67%	0	0	0
SAI BOOKS	1156.00	181	551.0	1.9107	3	46%	0	0	0
