Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Bookswagon	3565.00	6,377	86.0	1.0247	4	70%	0	0	0
Cloudtail India	3592.00	1,299,178	113.0	1.0325	4.5	92%	1	1	1
Sunrise Book store	3479.00	1,356	0.0	1.0	3.5	61%	0	0	0
Atlantic Publishers and Distributors	3652.00	14,537	173.0	1.0497	4.5	94%	0	0	0
Peacockbooks	3724.00	2,801	245.0	1.0704	4.5	92%	0	0	0
CB-India	3734.00	3,033	255.0	1.0733	4.5	95%	0	0	0
B2A UK	3977.00	6,928	498.0	1.1431	4.5	83%	0	0	0
Bookswagon	4098.00	6,377	619.0	1.1779	4	70%	0	0	0
IndieCulture	5774.99		2295.99	1.66			0	0	0
ALL INDIA BOOK STORE	7860.00	9	4381.0	2.2593	3.5	67%	0	0	0
Sunrise Book store	4238.00	1,356	759.0	1.2182	3.5	61%	0	0	0
