Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	521.00	25,136	0.0	1.0	4.5	92%	1	0	0
Amazing_Buy	521.00	17,787	0.0	1.0	4.5	95%	1	0	1
aspire india	550.00	331	29.0	1.0557	4	73%	1	0	0
Trans Infopreneur Inc	550.00	218	29.0	1.0557	4.5	94%	0	0	0
Book Wise Darya Ganj	555.00	1,098	34.0	1.0653	4.5	89%	0	0	0
Crossword Bookstores Ltd	559.00	2,475	38.0	1.0729	4	74%	0	0	0
Bookflow	608.13	3,100	87.13	1.1672	3.5	67%	0	0	0
Goodread Bookstore	615.00	579	94.0	1.1804	5	97%	1	0	0
Comma365	608.00	2,242	87.0	1.167	4.5	95%	0	0	0
Skycart	580.00	479	59.0	1.1132	4.5	90%	0	0	0
aspire india	550.00	331	29.0	1.0557	4	73%	1	0	0
Bookflow	629.10	3,100	108.1	1.2075	3.5	67%	0	0	0
aspire india	559.00	331	38.0	1.0729	4	73%	0	0	0
SansRack	699.00	1,050	178.0	1.3417	4.5	94%	0	0	0
A to Z Book House	699.00	1,275	178.0	1.3417	3	46%	0	0	0
