Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	339.00	3,323	0.0	1.0	4	76%	0	0	0
somsebooks	374.00		35.0	1.1032			0	0	0
shivaji123 enterprises	374.00		35.0	1.1032			0	0	0
BooksStation	399.00		60.0	1.177			0	0	0
BOOKFACTRY	399.00	1	60.0	1.177	5	100%	0	0	0
MK BOOKS INDIA	424.00	2,249	85.0	1.2507	2.5	34%	0	0	0
A Mind's Bookstore	364.00	1,409	25.0	1.0737	4.5	89%	0	0	1
Payal Books	349.00	657	10.0	1.0295	3	52%	0	0	0
ReadAhead	449.00	213	110.0	1.3245	4	79%	0	0	0
Bookflow	449.10	3,100	110.1	1.3248	3.5	68%	0	0	0
O_Store	374.25	593	35.25	1.104	4.5	87%	0	0	0
SBM Enterprises	369.26	48	30.26	1.0893	4	75%	0	0	0
Royal500	471.00	889	132.0	1.3894	4.5	92%	0	0	0
Mumbai gift corner	474.00	728	135.0	1.3982	4.5	90%	0	0	0
Browsers' Lounge	399.20	122	60.2	1.1776	4.5	96%	0	0	0
The Bookhive	399.20	43	60.2	1.1776	4	80%	0	0	0
killer,sbooks	479.00	18	140.0	1.413	5	100%	0	0	0
Skycart	409.00	479	70.0	1.2065	4.5	90%	0	0	0
BW ENTERPRISES	399.00	44	60.0	1.177	4	79%	0	0	0
Booknow	389.00	898	50.0	1.1475	4	80%	0	0	0
ScribbleGraffito	414.17	29	75.17	1.2217	4.5	91%	0	0	0
Buy Amazing Books	499.00	3,571	160.0	1.472	3	52%	0	0	0
Santusti Enterprises	499.00	26	160.0	1.472	4	81%	0	0	0
BOOKS BOOKS INDIA	400.00	56	61.0	1.1799	3.5	55%	0	0	0
Booksmandi	400.00	2,531	61.0	1.1799	4.5	89%	0	0	0
fairdealenterprise	384.23	45	45.23	1.1334	2	25%	0	0	0
S B T books	461.00	113	122.0	1.3599	4.5	88%	0	0	0
W S Retaill	461.00	34	122.0	1.3599	3.5	68%	0	0	0
Comma365	466.00	2,242	127.0	1.3746	4.5	95%	0	0	0
Book store01	479.00	14	140.0	1.413	3.5	57%	0	0	0
CrossWord Books	459.00	116	120.0	1.354	5	95%	0	0	0
BSK Book	499.00	160	160.0	1.472	3.5	60%	0	0	0
Shreeganesh16	449.00	27	110.0	1.3245	4.5	83%	0	0	0
Amazing BookS	399.00	106	60.0	1.177	3	54%	0	0	0
BookAdda	459.00	365	120.0	1.354	3	46%	0	0	0
BOOKKR	499.00	5	160.0	1.472	3.5	60%	0	0	0
BookInc	465.00	17	126.0	1.3717	4.5	94%	0	0	0
Books-a-zillion	449.10	89	110.1	1.3248	4	82%	0	0	0
The Grand_Store	490.00	10	151.0	1.4454	3	50%	0	0	0
A to Z Book House	499.00	1,275	160.0	1.472	3	45%	0	0	0
ReadAhead	449.00	213	110.0	1.3245	4	79%	0	0	0
Bookflow	449.10	3,100	110.1	1.3248	3.5	68%	0	0	0
CrossWord Books	459.00	116	120.0	1.354	5	95%	0	0	0
SN Square	549.00	59	210.0	1.6195	4	75%	0	0	0
GM Books 04	417.00		78.0	1.2301			0	0	0
Star Books Co	555.00	3	216.0	1.6372	3.5	67%	0	0	0
famous_Books	699.00	4	360.0	2.0619	4.5	75%	0	0	0
