Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Blossom book house	499.00	58	49.0	1.1089	4	74%	0	0	1
The Bookhive	450.00	43	0.0	1.0	4	80%	0	0	0
uRead-Store	633.00	25,154	183.0	1.4067	4.5	92%	1	0	0
Book Selection Centre	599.00	136	149.0	1.3311	4.5	96%	0	0	0
Goodread Bookstore	703.00	579	253.0	1.5622	5	97%	1	0	0
Royal500	724.00	884	274.0	1.6089	4.5	92%	0	0	0
BW ENTERPRISES	639.00	44	189.0	1.42	4	79%	0	0	0
Mumbai gift corner	759.00	720	309.0	1.6867	4.5	89%	0	0	0
BSK Book	749.00	160	299.0	1.6644	3.5	60%	0	0	0
The Browser Bookstore	790.00	37	340.0	1.7556	3.5	69%	0	0	0
MK BOOKS INDIA	799.00	2,249	349.0	1.7756	2.5	34%	0	0	0
Book store01	799.00	14	349.0	1.7756	3.5	57%	0	0	0
Skycart	799.00	479	349.0	1.7756	4.5	90%	0	0	0
TODAY READERS	799.00	23	349.0	1.7756	4.5	82%	0	0	0
Bookswagon	889.00	6,386	439.0	1.9756	4	70%	0	0	0
A to Z Book House	799.00	1,276	349.0	1.7756	3	44%	0	0	0
Sunrise Book store	884.00	1,360	434.0	1.9644	3.5	61%	0	0	0
Bookswagon	1112.00	6,386	662.0	2.4711	4	70%	0	0	0
Sunrise Book store	972.00	1,360	522.0	2.16	3.5	61%	0	0	0
etohfa	2637.00	23	2187.0	5.86	5	100%	0	0	0
Bookswagon	1216.00	6,386	766.0	2.7022	4	70%	0	0	0
Sunrise Book store	1303.00	1,360	853.0	2.8956	3.5	61%	0	0	0
Sunrise Book store	1190.00	1,360	740.0	2.6444	3.5	61%	0	0	0
Bookswagon	1420.00	6,386	970.0	3.1556	4	70%	0	0	0
Sunrise Book store	1420.00	1,360	970.0	3.1556	3.5	61%	0	0	0
