Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
M S BOOK ZONE	399.00	10	0.0	1.0	4	70%	0	0	0
Cloudtail India	538.00	1,299,281	139.0	1.3484	4.5	92%	1	1	1
Amazing_Buy	539.00	17,789	140.0	1.3509	4.5	95%	1	0	0
Inetrade India	494.88	3,254	95.88	1.2403	4	75%	0	0	0
Atlantic Publishers and Distributors	683.00	14,540	284.0	1.7118	4.5	94%	0	0	0
Peacockbooks	738.00	2,801	339.0	1.8496	4.5	92%	0	0	0
Bookswagon	854.00	6,387	455.0	2.1404	4	70%	0	0	0
Sunrise Book store	885.00	1,359	486.0	2.218	3.5	61%	0	0	0
Sunrise Book store	766.00	1,359	367.0	1.9198	3.5	61%	0	0	0
etohfa	2415.00	23	2016.0	6.0526	5	100%	0	0	0
