Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SB Center	290.00	13	0.0	1.0	4.5	92%	0	0	0
Amazing_Buy	355.00	17,787	65.0	1.2241	4.5	95%	1	0	1
uRead-Store	355.00	25,138	65.0	1.2241	4.5	92%	1	0	0
Booklover's Delight	399.00	3	109.0	1.3759	3.5	67%	0	0	0
Inetrade India	326.48	3,253	36.48	1.1258	4	75%	0	0	0
dealstar	410.00	6,596	120.0	1.4138	4.5	85%	0	0	0
AskTech Books	380.00	2	90.0	1.3103	2.5	50%	0	0	0
Goodread Bookstore	459.00	579	169.0	1.5828	5	97%	1	0	0
Skycart	409.00	479	119.0	1.4103	4.5	90%	0	0	0
Booknow	389.00	898	99.0	1.3414	4	80%	0	0	0
Read factor	499.00	1,528	209.0	1.7207	3.5	67%	0	0	0
MK BOOKS INDIA	499.00	2,247	209.0	1.7207	2.5	34%	0	0	0
amazingbuy_	499.00	1	209.0	1.7207	5	100%	0	0	0
PKS RETAIL	763.00	4	473.0	2.631	5	100%	0	0	0
Bookswagon	787.00	6,382	497.0	2.7138	4	70%	0	0	0
Sunrise Book store	785.00	1,358	495.0	2.7069	3.5	61%	0	0	0
D R	2402.00	12,168	2112.0	8.2828	4	82%	0	0	0
