Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	407.00	25,127	15.11	1.0386	4.5	92%	1	0	1
World500	407.00	3,248	15.11	1.0386	4	76%	0	0	0
Inetrade India	391.89	3,249	0.0	1.0	4	75%	0	0	0
DCDistributors	425.00	5	33.11	1.0845	4	80%	0	0	0
Sri Ganesha Books	431.00	382	39.11	1.0998	4	82%	0	0	0
FOUNTAINHEAD	431.00	98	39.11	1.0998	4.5	91%	0	0	0
AskTech Books	451.00	2	59.11	1.1508	2.5	50%	0	0	0
A Mind's Bookstore	437.00	1,409	45.11	1.1151	4.5	89%	0	0	0
Book Selection Centre	443.00	136	51.11	1.1304	4.5	96%	0	0	0
ReadAhead	539.00	213	147.11	1.3754	4	79%	0	0	0
Bookflow	539.10	3,100	147.21	1.3756	3.5	67%	0	0	0
SBM Enterprises	449.25	48	57.36	1.1464	4	75%	0	0	0
Royal500	546.00	875	154.11	1.3932	4.5	92%	0	0	0
BooksRaja	487.00	171	95.11	1.2427	4.5	85%	0	0	0
BSK Book	564.00	159	172.11	1.4392	3.5	60%	0	0	0
HERITAGE PUBLISHERS	569.00	783	177.11	1.4519	4.5	94%	0	0	0
Sunrise Book store	458.00	1,356	66.11	1.1687	3.5	61%	0	0	0
Booknow	479.00	898	87.11	1.2223	4	80%	0	0	0
Suraj Trading - Express Delivery	487.00	48	95.11	1.2427	3	53%	0	0	0
Book store01	559.00	11	167.11	1.4264	3	45%	0	0	0
Buy Amazing Books	599.00	3,536	207.11	1.5285	3	51%	0	0	0
MK BOOKS INDIA	599.00	2,245	207.11	1.5285	2.5	34%	0	0	0
Santusti Enterprises	599.00	26	207.11	1.5285	4	81%	0	0	0
CrossWord Books	551.00	116	159.11	1.406	5	95%	0	0	0
Shreeganesh16	531.00	27	139.11	1.355	4.5	83%	0	0	0
S B T books	557.00	113	165.11	1.4213	4.5	88%	0	0	0
W S Retaill	553.00	34	161.11	1.4111	3.5	69%	0	0	0
Vaishno Books Store	533.11	7	141.22	1.3604	4.5	86%	0	0	0
BookInc	540.00	17	148.11	1.3779	4.5	94%	0	0	0
MEETA BOOKS	539.00	47	147.11	1.3754	2.5	36%	0	0	0
Bookflow	539.10	3,100	147.21	1.3756	3.5	67%	0	0	0
CrossWord Books	551.00	116	159.11	1.406	5	95%	0	0	0
Abhinav Books Store	551.00	60	159.11	1.406	3	54%	0	0	0
BOOKKR	599.00	5	207.11	1.5285	3.5	60%	0	0	0
BOOK CENTRE	549.00	862	157.11	1.4009	4	81%	0	0	0
Bookswagon	599.00	6,375	207.11	1.5285	4	70%	0	0	0
A to Z Book House	599.00	1,275	207.11	1.5285	3	46%	0	0	0
PKS RETAIL	841.00	4	449.11	2.146	5	100%	0	0	0
JustBuyBooks	1249.00	26	857.11	3.1871	3.5	69%	0	0	0
INFINITE BOOKS	1296.10	282	904.21	3.3073	5	99%	0	0	0
Bookflow	539.10	3,100	147.21	1.3756	3.5	67%	0	0	0
Bookswagon	1406.00	6,375	1014.11	3.5877	4	70%	0	0	0
Sunrise Book store	1401.00	1,356	1009.11	3.575	3.5	61%	0	0	0
Bookswagon	1602.00	6,375	1210.11	4.0879	4	70%	0	0	0
Sunrise Book store	1552.00	1,356	1160.11	3.9603	3.5	61%	0	0	0
Bookswagon	1694.00	6,375	1302.11	4.3226	4	70%	0	0	0
