Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
mansion books	1500.00	86	0.0	1.0	4.5	84%	0	0	1
ASIA BOOK POINT	1500.00	20	0.0	1.0	3.5	60%	0	0	0
Bookswagon	1623.00	6,382	123.0	1.082	4	70%	0	0	0
Atlantic Publishers and Distributors	1586.00	14,538	86.0	1.0573	4.5	94%	0	0	0
Peacockbooks	1638.00	2,801	138.0	1.092	4.5	92%	0	0	0
B2A UK	1806.00	6,928	306.0	1.204	4.5	83%	0	0	0
Sunrise Book store	1887.00	1,357	387.0	1.258	3.5	61%	0	0	0
CB-India	2076.00	3,033	576.0	1.384	4.5	95%	0	0	0
D R	2469.00	12,168	969.0	1.646	4	82%	0	0	0
Fast Media 2	2583.78	6,005	1083.78	1.7225	4	72%	0	0	0
Atlantic Publishers and Distributors	1733.00	14,538	233.0	1.1553	4.5	94%	0	0	0
Bookswagon	1744.00	6,382	244.0	1.1627	4	70%	0	0	0
Sunrise Book store	1906.00	1,357	406.0	1.2707	3.5	61%	0	0	0
etohfa	2779.00	23	1279.0	1.8527	5	100%	0	0	0
