Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	425.00	25,132	0.0	1.0	4.5	92%	1	0	0
Amazing_Buy	425.00	17,784	0.0	1.0	4.5	95%	1	0	1
aspire india	500.00	331	75.0	1.1765	4	73%	1	0	0
Book Wise Darya Ganj	500.00	1,097	75.0	1.1765	4.5	89%	0	0	0
dealstar	554.00	6,596	129.0	1.3035	4.5	85%	0	0	0
HERITAGE PUBLISHERS	563.00	783	138.0	1.3247	4.5	94%	0	0	0
Skycart	500.00	479	75.0	1.1765	4.5	90%	0	0	0
Comma365	537.00	2,242	112.0	1.2635	4.5	95%	0	0	0
A to Z Book House	599.00	1,275	174.0	1.4094	3	46%	0	0	0
Books-a-zillion	599.00	89	174.0	1.4094	4	82%	0	0	0
aspire india	479.00	331	54.0	1.1271	4	73%	0	0	0
