Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	1132.90	17,789	75.0	1.0709	4.5	95%	1	0	0
uRead-Store	1132.90	25,155	75.0	1.0709	4.5	92%	1	0	0
Inetrade India	1057.90	3,257	0.0	1.0	4	75%	0	0	1
Bookswagon	1242.00	6,386	184.1	1.174	4	70%	0	0	0
Bookswagon	1333.00	6,386	275.1	1.26	4	70%	0	0	0
Sunrise Book store	1155.00	1,360	97.1	1.0918	3.5	61%	0	0	0
MK BOOKS INDIA	1399.00	2,249	341.1	1.3224	2.5	34%	0	0	0
B2A UK	1458.00	6,928	400.1	1.3782	4.5	83%	0	0	0
Fast Media 2	1642.38	6,006	584.48	1.5525	4	72%	0	0	0
D R	2094.00	12,168	1036.1	1.9794	4	82%	0	0	0
Sunrise Book store	1279.00	1,360	221.1	1.209	3.5	61%	0	0	0
