Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Geetha Enterprises, Bangalore	698.00	42	0.0	1.0	4	76%	0	0	0
World500	838.00	3,255	140.0	1.2006	4	76%	0	0	0
Amazing_Buy	839.00	17,786	141.0	1.202	4.5	95%	1	0	1
uRead-Store	903.00	25,134	205.0	1.2937	4.5	92%	1	0	0
BetterDeals	920.00	12	222.0	1.3181	5	100%	0	0	0
Best Price_	900.00	224	202.0	1.2894	4	82%	0	0	0
ReadAhead	1000.00	213	302.0	1.4327	4	79%	0	0	0
BooksStation	1000.00		302.0	1.4327			0	0	0
Book,stage	1000.00		302.0	1.4327			0	0	0
BOOKFACTRY	1000.00	1	302.0	1.4327	5	100%	0	0	0
Sri Ganesha Books	900.00	382	202.0	1.2894	4	82%	0	0	0
R-our Book	937.00	1,304	239.0	1.3424	4	78%	0	0	0
FOUNTAINHEAD	900.00	98	202.0	1.2894	4.5	91%	0	0	0
A Mind's Bookstore	912.00	1,409	214.0	1.3066	4.5	89%	0	0	0
Randomindia	963.00	9	265.0	1.3797	3.5	67%	0	0	0
SBM Enterprises	962.50	48	264.5	1.3789	4	75%	0	0	0
MK BOOKS INDIA	1063.00	2,247	365.0	1.5229	2.5	34%	0	0	0
RSONS	974.00	481	276.0	1.3954	4.5	84%	0	0	0
The Bookhive	1000.00	43	302.0	1.4327	4	80%	0	0	0
Skycart	1000.00	479	302.0	1.4327	4.5	90%	0	0	0
Bookflow	1087.50	3,100	389.5	1.558	3.5	67%	0	0	0
Payal Books	999.00	657	301.0	1.4312	3	51%	0	0	0
Browsers' Lounge	1000.00	122	302.0	1.4327	4.5	96%	0	0	0
BooksRaja	983.00	171	285.0	1.4083	4.5	85%	0	0	0
Inetrade India	1036.45	3,253	338.45	1.4849	4	75%	0	0	0
fairdealenterprise	962.50	41	264.5	1.3789	2.5	34%	0	0	0
Winmaarc	1117.00	118	419.0	1.6003	3.5	68%	0	0	0
ABRB	1120.00	60	422.0	1.6046	4	82%	0	0	0
Sunrise Book store	924.00	1,357	226.0	1.3238	3.5	61%	0	0	0
Resource book store	1050.00	1	352.0	1.5043	5	100%	0	0	0
Comma365	1112.00	2,242	414.0	1.5931	4.5	95%	0	0	0
S B T books	1154.00	113	456.0	1.6533	4.5	88%	0	0	0
W S Retaill	1154.00	34	456.0	1.6533	3.5	69%	0	0	0
Aashirvaad Ecommerce	1154.00		456.0	1.6533			0	0	0
BSK Book	1160.00	159	462.0	1.6619	3.5	60%	0	0	0
BW ENTERPRISES	975.00	44	277.0	1.3968	4	79%	0	0	0
Suryan Books	1063.00	39	365.0	1.5229	4.5	95%	0	0	0
Amazing BookS	1000.00	106	302.0	1.4327	3	54%	0	0	0
