Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	461.00	1,527	0.0	1.0	3.5	67%	0	0	0
World500	468.00	3,268	7.0	1.0152	4	76%	0	0	0
Buy Amazing Books	489.00	3,554	28.0	1.0607	3	51%	0	0	0
Amazing_Buy	494.00	17,787	33.0	1.0716	4.5	95%	1	0	1
uRead-Store	577.00	25,135	116.0	1.2516	4.5	92%	1	0	0
Mumbai gift corner	594.00	720	133.0	1.2885	4.5	89%	0	0	0
Royal500	624.00	881	163.0	1.3536	4.5	92%	0	0	0
ReadAhead	629.00	213	168.0	1.3644	4	79%	0	0	0
Goodread Bookstore	650.00	579	189.0	1.41	5	97%	1	0	0
Skycart	580.00	479	119.0	1.2581	4.5	90%	0	0	0
MK BOOKS INDIA	699.00	2,247	238.0	1.5163	2.5	34%	0	0	0
Books For All	789.00	314	328.0	1.7115	4	81%	1	0	0
A to Z Book House	699.00	1,275	238.0	1.5163	3	46%	0	0	0
DARPAN	699.00	33	238.0	1.5163	4.5	85%	0	0	0
fairdealenterprise	699.00	41	238.0	1.5163	2.5	34%	0	0	0
famous_Books	1499.00	4	1038.0	3.2516	4.5	75%	0	0	0
Bookswagon	1686.00	6,382	1225.0	3.6573	4	70%	0	0	0
Sunrise Book store	1581.00	1,358	1120.0	3.4295	3.5	61%	0	0	0
B2A UK	1870.00	6,928	1409.0	4.0564	4.5	83%	0	0	0
etohfa	4080.00	23	3619.0	8.8503	5	100%	0	0	0
Sunrise Book store	1671.00	1,358	1210.0	3.6247	3.5	61%	0	0	0
