Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SB Center	380.00	13	0.0	1.0	4.5	92%	0	0	0
uRead-Store	395.00	25,132	15.0	1.0395	4.5	92%	1	0	1
Read factor	395.00	1,518	15.0	1.0395	3.5	67%	0	0	0
Inetrade India	391.89	3,252	11.89	1.0313	4	75%	0	0	0
MK BOOKS INDIA	509.00	2,247	129.0	1.3395	2.5	34%	0	0	0
FOUNTAINHEAD	431.00	98	51.0	1.1342	4.5	91%	0	0	0
Sri Ganesha Books	431.00	382	51.0	1.1342	4	82%	0	0	0
AskTech Books	451.00	2	71.0	1.1868	2.5	50%	0	0	0
A Mind's Bookstore	437.00	1,409	57.0	1.15	4.5	89%	0	0	0
SBM Enterprises	443.26	48	63.26	1.1665	4	75%	0	0	0
killer,sbooks	599.00	18	219.0	1.5763	5	100%	0	0	0
CrossWord Books	551.00	116	171.0	1.45	5	95%	0	0	0
Vaishno Books Store	533.11	7	153.11	1.4029	4.5	86%	0	0	0
Book store01	579.00	11	199.0	1.5237	3	45%	0	0	0
Amazing BookS	479.00	106	99.0	1.2605	3	54%	0	0	0
The Grand_Store	580.00	10	200.0	1.5263	3	50%	0	0	0
BookInc	558.00	17	178.0	1.4684	4.5	94%	0	0	0
BOOKKR	599.00	5	219.0	1.5763	3.5	60%	0	0	0
Browsers' Lounge	576.00	122	196.0	1.5158	4.5	96%	0	0	0
siddharth books	599.00	51	219.0	1.5763	2.5	36%	0	0	0
CrossWord Books	551.00	116	171.0	1.45	5	95%	0	0	0
A to Z Book House	599.00	1,275	219.0	1.5763	3	46%	0	0	0
SN Square	659.00	59	279.0	1.7342	4	75%	0	0	0
Bookswagon	786.00	6,377	406.0	2.0684	4	70%	0	0	0
S B T books	553.00	113	173.0	1.4553	4.5	88%	0	0	0
Sunrise Book store	783.00	1,356	403.0	2.0605	3.5	61%	0	0	0
W S Retaill	553.00	34	173.0	1.4553	3.5	69%	0	0	0
B2A UK	1155.00	6,928	775.0	3.0395	4.5	83%	0	0	0
