Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Peacockbooks	1681.00	2,801	0.0	1.0	4.5	92%	0	0	1
Global Book Store	1799.00	623	118.0	1.0702	5	99%	1	0	0
B2A UK	1863.00	6,928	182.0	1.1083	4.5	83%	0	0	0
Bookswagon	1882.00	6,387	201.0	1.1196	4	70%	0	0	0
Atlantic Publishers and Distributors	1902.00	14,540	221.0	1.1315	4.5	94%	0	0	0
Sunrise Book store	1790.00	1,359	109.0	1.0648	3.5	61%	0	0	0
Sunrise Book store	1825.00	1,359	144.0	1.0857	3.5	61%	0	0	0
MK BOOKS INDIA	2247.00	2,249	566.0	1.3367	2.5	34%	0	0	0
etohfa	3170.00	23	1489.0	1.8858	5	100%	0	0	0
Bookswagon	1910.00	6,387	229.0	1.1362	4	70%	0	0	0
Bookswagon	1974.00	6,387	293.0	1.1743	4	70%	0	0	0
Sunrise Book store	2033.00	1,359	352.0	1.2094	3.5	61%	0	0	0
Sunrise Book store	1876.00	1,359	195.0	1.116	3.5	61%	0	0	0
Sunrise Book store	1974.00	1,359	293.0	1.1743	3.5	61%	0	0	0
