Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	979.00	17,788	29.0	1.0305	4.5	95%	1	0	1
Read factor	989.00	1,529	39.0	1.0411	3.5	67%	0	0	0
World500	1019.00	3,269	69.0	1.0726	4	76%	0	0	0
Suraj Trading - Express Delivery	950.00	48	0.0	1.0	3	53%	0	0	0
A Mind's Bookstore	1094.00	1,409	144.0	1.1516	4.5	89%	0	0	0
uRead-Store	1227.00	25,141	277.0	1.2916	4.5	92%	1	0	0
AskTech Books	1138.00	2	188.0	1.1979	2.5	50%	0	0	0
Book Selection Centre	1125.00	136	175.0	1.1842	4.5	96%	0	0	0
SBM Enterprises	1169.22	48	219.22	1.2308	4	75%	0	0	0
MK BOOKS INDIA	1274.00	2,248	324.0	1.3411	2.5	34%	0	0	0
Inetrade India	1223.28	3,254	273.28	1.2877	4	75%	0	0	0
BSK Book	1379.00	160	429.0	1.4516	3.5	61%	0	0	0
Mumbai gift corner	1424.00	720	474.0	1.4989	4.5	89%	0	0	0
HERITAGE PUBLISHERS	1424.00	783	474.0	1.4989	4.5	94%	0	0	0
CrossWord Books	1379.00	116	429.0	1.4516	5	95%	0	0	0
Starmark	1349.10	2,139	399.1	1.4201	3.5	68%	0	0	0
BookInc	1410.00	17	460.0	1.4842	4.5	94%	0	0	0
Goodread Bookstore	1499.00	579	549.0	1.5779	5	97%	1	0	0
Buy Amazing Books	1499.00	3,557	549.0	1.5779	3	51%	0	0	0
CNA Bookstore	1300.00	477	350.0	1.3684	4.5	95%	0	0	0
Book store01	1499.00	14	549.0	1.5779	3.5	57%	0	0	0
BOOKKR	1499.00	5	549.0	1.5779	3.5	60%	0	0	0
A to Z Book House	1499.00	1,275	549.0	1.5779	3	46%	0	0	0
S B T books	1394.00	113	444.0	1.4674	4.5	88%	0	0	0
W S Retaill	1384.00	34	434.0	1.4568	3.5	68%	0	0	0
Bookswagon	2149.00	6,387	1199.0	2.2621	4	70%	0	0	0
Bookswagon	2159.00	6,387	1209.0	2.2726	4	70%	0	0	0
Sunrise Book store	2322.00	1,358	1372.0	2.4442	3.5	61%	0	0	0
Sunrise Book store	2209.00	1,358	1259.0	2.3253	3.5	61%	0	0	0
