Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	3427.00	1,299,184	14.0	1.0041	4.5	92%	1	1	1
B2A UK	3506.00	6,928	93.0	1.0272	4.5	83%	0	0	0
Atlantic Publishers and Distributors	3413.00	14,538	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	3501.00	2,801	88.0	1.0258	4.5	92%	0	0	0
Bookswagon	3817.00	6,380	404.0	1.1184	4	70%	0	0	0
Sunrise Book store	4074.00	1,356	661.0	1.1937	3.5	61%	0	0	0
Sunrise Book store	4082.00	1,356	669.0	1.196	3.5	61%	0	0	0
Fast Media 2	4695.17	6,005	1282.17	1.3757	4	72%	0	0	0
INFINITE BOOKS	4725.59	285	1312.59	1.3846	5	99%	0	0	0
SmartGlobal	4805.00	212	1392.0	1.4079	3	50%	0	0	0
Atlantic Publishers and Distributors	4424.00	14,538	1011.0	1.2962	4.5	94%	0	0	0
Bookswagon	4494.00	6,380	1081.0	1.3167	4	70%	0	0	0
Sunrise Book store	5780.00	1,356	2367.0	1.6935	3.5	61%	0	0	0
Bookswagon	6028.00	6,380	2615.0	1.7662	4	70%	0	0	0
