Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
The Grand_Store	490.00	10	0.0	1.0	3	50%	0	0	0
Cloudtail India	546.00	1,299,325	56.0	1.1143	4.5	92%	1	1	1
uRead-Store	547.00	25,158	57.0	1.1163	4.5	92%	1	0	0
R-our Book	562.00	1,305	72.0	1.1469	4	76%	0	0	0
RSONS	554.00	481	64.0	1.1306	4.5	84%	0	0	0
Inetrade India	560.29	3,258	70.29	1.1434	4	75%	0	0	0
AskTech Books	575.00	2	85.0	1.1735	2.5	50%	0	0	0
MK BOOKS INDIA	638.00	2,249	148.0	1.302	2.5	34%	0	0	0
Bookflow	652.50	3,100	162.5	1.3316	3.5	68%	0	0	0
Randomindia	578.00	9	88.0	1.1796	3.5	67%	0	0	0
BooksRaja	561.00	171	71.0	1.1449	4.5	85%	0	0	0
ABRB	670.00	60	180.0	1.3673	4	82%	0	0	0
Suryan Books	600.00	39	110.0	1.2245	4.5	95%	0	0	0
Sunrise Book store	556.00	1,360	66.0	1.1347	3.5	61%	0	0	0
V5MARK	573.00	8	83.0	1.1694	4	75%	0	0	0
ScribbleGraffito	615.00	29	125.0	1.2551	4.5	91%	0	0	0
Skycart	622.00	479	132.0	1.2694	4.5	90%	0	0	0
Wish Your Book	630.00		140.0	1.2857			0	0	0
Resource book store	638.00	1	148.0	1.302	5	100%	0	0	0
Abhinav Books Store	660.00	60	170.0	1.3469	3	53%	0	0	0
Winmaarc	744.00	118	254.0	1.5184	3.5	68%	0	0	0
Abhinav Books Store	675.00	60	185.0	1.3776	3	53%	0	0	0
Vaishno Books Store	678.75	7	188.75	1.3852	4.5	86%	0	0	0
Books-a-zillion	675.00	89	185.0	1.3776	4	82%	0	0	0
A to Z Book House	750.00	1,276	260.0	1.5306	3	44%	0	0	0
Maitry book Agency	750.00	139	260.0	1.5306	3.5	68%	0	0	0
SAI BOOKS	742.00	181	252.0	1.5143	3	46%	0	0	0
B2A UK	1462.00	6,928	972.0	2.9837	4.5	83%	0	0	0
