Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
R-our Book	262.00	1,305	32.98	1.144	4	76%	0	0	1
Inetrade India	229.02	3,257	0.0	1.0	4	75%	0	0	0
RSONS	258.00	481	28.98	1.1265	4.5	84%	0	0	0
HERITAGE PUBLISHERS	340.00	783	110.98	1.4846	4.5	94%	0	0	0
uRead-Store	350.00	25,155	120.98	1.5283	4.5	92%	1	0	0
Goodread Bookstore	350.00	579	120.98	1.5283	5	97%	1	0	0
Suryan Books	280.00	39	50.98	1.2226	4.5	95%	0	0	0
Winmaarc	373.00	118	143.98	1.6287	3.5	68%	0	0	0
Resource book store	298.00	1	68.98	1.3012	5	100%	0	0	0
Abhinav Books Store	308.00	60	78.98	1.3449	3	53%	0	0	0
Abhinav Books Store	315.00	60	85.98	1.3754	3	53%	0	0	0
NS DISTRIBUTOR	350.00	7	120.98	1.5283	4	86%	0	0	0
Ambe Books	405.02	2	176.0	1.7685	3	50%	0	0	0
Ginni Books	405.12	9	176.1	1.7689	4.5	89%	0	0	0
SAI BOOKS	346.00	181	116.98	1.5108	3	46%	0	0	0
Sunrise Book store	850.00	1,360	620.98	3.7115	3.5	61%	0	0	0
Atlantic Publishers and Distributors	843.00	14,541	613.98	3.6809	4.5	94%	0	0	0
Bookswagon	941.00	6,386	711.98	4.1088	4	70%	0	0	0
Peacockbooks	898.00	2,801	668.98	3.9211	4.5	92%	0	0	0
Sunrise Book store	916.00	1,360	686.98	3.9997	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1134.00	14,541	904.98	4.9515	4.5	94%	0	0	0
Bookswagon	1113.00	6,386	883.98	4.8598	4	70%	0	0	0
Sunrise Book store	1250.00	1,360	1020.98	5.458	3.5	61%	0	0	0
