Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	683.92	3,255	0.0	1.0	4	75%	0	0	0
Global Book Store	759.00	623	75.08	1.1098	5	99%	0	0	1
Read factor	764.00	1,532	80.08	1.1171	3.5	67%	0	0	0
MK BOOKS INDIA	764.00	2,249	80.08	1.1171	2.5	34%	0	0	0
JustBuyBooks	799.00	26	115.08	1.1683	3.5	69%	0	0	0
Cloudtail India	915.00	1,299,286	231.08	1.3379	4.5	92%	1	1	0
Bookswagon	1122.00	6,387	438.08	1.6405	4	70%	0	0	0
INFINITE BOOKS	1163.34	288	479.42	1.701	5	99%	0	0	0
JustBuyBooks	1138.00	26	454.08	1.6639	3.5	69%	0	0	0
Sunrise Book store	984.00	1,359	300.08	1.4388	3.5	61%	0	0	0
Bookswagon	1272.00	6,387	588.08	1.8599	4	70%	0	0	0
D R	1327.00	12,169	643.08	1.9403	4	82%	0	0	0
Atlantic Publishers and Distributors	1348.00	14,540	664.08	1.971	4.5	94%	0	0	0
Sunrise Book store	1426.00	1,359	742.08	2.085	3.5	61%	0	0	0
Fast Media 2	1610.34	6,006	926.42	2.3546	4	72%	0	0	0
etohfa	2142.00	23	1458.08	3.1319	5	100%	0	0	0
