Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
BOOK CLUB	197.00	37	0.0	1.0	4.5	94%	1	0	0
Read factor	197.00	1,528	0.0	1.0	3.5	67%	0	0	0
Buy Amazing Books	203.00	3,555	6.0	1.0305	3	51%	0	0	0
World500	203.00	3,267	6.0	1.0305	4	76%	0	0	0
Cocobookz	224.00		27.0	1.1371			0	0	0
R-our Book	224.00	1,304	27.0	1.1371	4	77%	0	0	0
ReadAhead	269.00	213	72.0	1.3655	4	79%	0	0	0
Bookflow	269.10	3,100	72.1	1.366	3.5	68%	0	0	0
SachinVentures	274.00	6	77.0	1.3909	4.5	83%	0	0	0
Mumbai gift corner	284.00	720	87.0	1.4416	4.5	89%	0	0	0
killer,sbooks	287.00	18	90.0	1.4569	5	100%	0	0	0
RSONS	221.00	481	24.0	1.1218	4.5	84%	0	0	0
uRead-Store	298.00	25,138	101.0	1.5127	4.5	92%	1	0	0
Amazing Buy	298.00	183,788	101.0	1.5127	5	98%	1	0	0
Goodread Bookstore	299.00	579	102.0	1.5178	5	97%	1	0	0
Santusti Enterprises	299.00	26	102.0	1.5178	4	81%	0	0	0
Winmaarc	305.00	118	108.0	1.5482	3.5	68%	0	0	0
Randomindia	230.00	9	33.0	1.1675	3.5	67%	0	0	0
Book store01	284.00	14	87.0	1.4416	3.5	57%	0	0	0
Comma365	274.00	2,242	77.0	1.3909	4.5	95%	0	0	0
ABRB	264.00	60	67.0	1.3401	4	82%	0	0	0
The Bookhive	239.20	43	42.2	1.2142	4	80%	0	0	0
Suryan Books	239.00	39	42.0	1.2132	4.5	95%	0	0	0
GBD BOOKS	239.00	232	42.0	1.2132	4	68%	0	0	0
BSK Book	299.00	160	102.0	1.5178	3.5	61%	0	0	0
Royal500	324.00	882	127.0	1.6447	4.5	92%	0	0	0
S B T books	276.00	113	79.0	1.401	4.5	88%	0	0	0
W S Retaill	276.00	34	79.0	1.401	3.5	68%	0	0	0
Sunrise Book store	250.00	1,358	53.0	1.269	3.5	61%	0	0	0
CrossWord Books	275.00	116	78.0	1.3959	5	95%	0	0	0
ScribbleGraffito	245.18	29	48.18	1.2446	4.5	91%	0	0	0
Skycart	254.00	479	57.0	1.2893	4.5	90%	0	0	0
BW ENTERPRISES	239.00	44	42.0	1.2132	4	79%	0	0	0
BOOKKR	299.00	5	102.0	1.5178	3.5	60%	0	0	0
RK Book	235.00		38.0	1.1929			0	0	0
NS DISTRIBUTOR	281.00	7	84.0	1.4264	4	86%	0	0	0
Booknow	233.00	898	36.0	1.1827	4	80%	0	0	0
BooksRaja	239.00	171	42.0	1.2132	4.5	85%	0	0	0
BookAdda	266.00	365	69.0	1.3503	3	46%	0	0	0
V5MARK	239.00	8	42.0	1.2132	4	75%	0	0	0
Booksmandi	252.00	2,531	55.0	1.2792	4.5	89%	0	0	0
BookInc	279.00	17	82.0	1.4162	4.5	94%	0	0	0
Shreeganesh16	286.00	27	89.0	1.4518	4.5	83%	0	0	0
Browsers' Lounge	288.00	122	91.0	1.4619	4.5	96%	0	0	0
Amazing BookS	239.00	106	42.0	1.2132	3	54%	0	0	0
Books-a-zillion	269.00	89	72.0	1.3655	4	82%	0	0	0
Kushii Radiance Bookshop	285.00	63	88.0	1.4467	4.5	84%	0	0	0
ROXY BOOK SHOP	299.00	69	102.0	1.5178	4	72%	0	0	0
SN Square	329.00	59	132.0	1.6701	4	75%	0	0	0
A to Z Book House	299.00	1,275	102.0	1.5178	3	46%	0	0	0
Bookflow	269.10	3,100	72.1	1.366	3.5	68%	0	0	0
Winmaarc	305.00	118	108.0	1.5482	3.5	68%	0	0	0
CrossWord Books	275.00	116	78.0	1.3959	5	95%	0	0	0
Special Library	352.00	57	155.0	1.7868	4	74%	0	0	0
Ambe Books	361.09	2	164.09	1.8329	3	50%	0	0	0
Ginni Books	361.19	9	164.19	1.8335	4.5	89%	0	0	0
SAI BOOKS	296.00	181	99.0	1.5025	3	46%	0	0	0
Books: The Destiny Maker	374.00	285	177.0	1.8985	4	68%	0	0	0
Bookswagon	658.00	6,382	461.0	3.3401	4	70%	0	0	0
B2A UK	1145.00	6,928	948.0	5.8122	4.5	83%	0	0	0
Books-a-zillion	269.10	89	72.1	1.366	4	82%	0	0	0
Bookswagon	658.00	6,382	461.0	3.3401	4	70%	0	0	0
Sunrise Book store	625.00	1,358	428.0	3.1726	3.5	61%	0	0	0
