Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	361.00	1,299,238	0.0	1.0	4.5	92%	1	1	1
uRead-Store	380.00	25,138	19.0	1.0526	4.5	92%	1	0	0
uRead-Store	450.00	25,138	89.0	1.2465	4.5	92%	1	0	0
Mittal Books India	456.00	15,728	95.0	1.2632	4.5	95%	1	0	0
BSC Publishers & Distributors	440.00	155	79.0	1.2188	4.5	94%	0	0	0
BPA BOOKS	438.00	1,244	77.0	1.2133	4	77%	0	0	0
Sunrise Book store	427.00	1,358	66.0	1.1828	3.5	61%	0	0	0
Books-a-zillion	475.00	89	114.0	1.3158	4	82%	0	0	0
Speedy_Books	721.00	490	360.0	1.9972	4.5	81%	0	0	0
Books-a-zillion	475.00	89	114.0	1.3158	4	82%	0	0	0
