Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	214.00	25,158	36.0	1.2022	4.5	92%	1	0	1
zillion goods	214.00		36.0	1.2022			0	0	0
MK BOOKS INDIA	225.00	2,249	47.0	1.264	2.5	34%	0	0	0
Sunrise Book store	180.00	1,360	2.0	1.0112	3.5	61%	0	0	0
ABRB	198.00	60	20.0	1.1124	4	82%	0	0	0
RSONS	178.00	481	0.0	1.0	4.5	84%	0	0	0
GAURAV BOOKS CENTER	198.00	1,478	20.0	1.1124	3.5	59%	0	0	0
S J Books	214.00	1	36.0	1.2022	5	100%	0	0	0
BOOK RADAR	209.00	295	31.0	1.1742	3.5	63%	0	0	0
BOOK CENTRE	231.00	862	53.0	1.2978	4	81%	0	0	0
Books-a-zillion	225.00	89	47.0	1.264	4	82%	0	0	0
