Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	379.00	25,160	20.0	1.0557	4.5	92%	1	0	1
GAURAV BINDING	379.00	1	20.0	1.0557	4	100%	1	0	0
aspire india	380.00	332	21.0	1.0585	4	72%	1	0	0
Shri Krishna book’s	359.00		0.0	1.0			0	0	0
Adimage	360.00	66	1.0	1.0028	4.5	91%	0	0	0
Hoof metrics	453.00		94.0	1.2618			0	0	0
Inetrade India	391.89	3,258	32.89	1.0916	4	75%	0	0	0
Randomindia	399.00	9	40.0	1.1114	3.5	67%	0	0	0
Goodread Bookstore	539.00	579	180.0	1.5014	5	97%	1	0	0
MK BOOKS INDIA	599.00	2,249	240.0	1.6685	2.5	34%	0	0	0
aspire india	375.00	332	16.0	1.0446	4	72%	0	0	0
Browsers' Lounge	576.00	122	217.0	1.6045	4.5	96%	0	0	0
A to Z Book House	599.00	1,276	240.0	1.6685	3	44%	0	0	0
amazingbuy_	699.00	1	340.0	1.9471	5	100%	0	0	0
INFINITE BOOKS	1498.18	291	1139.18	4.1732	5	99%	0	0	0
