Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
The bestbook store	250.00	18	0.0	1.0	3	50%	0	0	0
Cloudtail India	367.00	1,299,282	117.0	1.468	4.5	92%	1	1	0
Amazing_Buy	368.00	17,789	118.0	1.472	4.5	95%	1	0	0
uRead-Store	368.00	25,150	118.0	1.472	4.5	92%	1	0	1
Nanda Book Service	395.00	2,335	145.0	1.58	3.5	55%	0	0	0
Inetrade India	391.89	3,254	141.89	1.5676	4	75%	0	0	0
Sunrise Book store	492.00	1,359	242.0	1.968	3.5	61%	0	0	0
MK BOOKS INDIA	509.00	2,249	259.0	2.036	2.5	34%	0	0	0
Skycart	500.00	479	250.0	2.0	4.5	90%	0	0	0
A to Z Book House	599.00	1,275	349.0	2.396	3	46%	0	0	0
Atlantic Publishers and Distributors	612.00	14,540	362.0	2.448	4.5	94%	0	0	0
Bookswagon	717.00	6,387	467.0	2.868	4	70%	0	0	0
Peacockbooks	667.00	2,801	417.0	2.668	4.5	92%	0	0	0
Sunrise Book store	712.00	1,359	462.0	2.848	3.5	61%	0	0	0
INFINITE BOOKS	994.54	288	744.54	3.9782	5	99%	0	0	0
