Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Roshan's Book Center	305.00	128	105.0	1.525	3.5	69%	0	0	0
Cloudtail India	342.00	1,299,238	142.0	1.71	4.5	92%	1	1	1
MADAAN BOOK COLLECTION	200.00	109	0.0	1.0	4	86%	0	0	0
DEV BOOKS DEPOT	325.00	3	125.0	1.625	4	67%	0	0	0
Aathira Books	300.00	10	100.0	1.5	4.5	80%	0	0	0
PRATIBHABOOKS	300.00	30	100.0	1.5	4	74%	0	0	0
SHREE VINAYAK PUBLICATION	360.00	11	160.0	1.8	3	55%	0	0	0
Manav Books	470.00	1,856	270.0	2.35	4	78%	1	0	0
compare price	342.00	58	142.0	1.71	4	76%	0	0	0
ALL BOOKS GALLERY	342.00	71	142.0	1.71	4.5	93%	0	0	0
AKSA BOOKS	360.00	62	160.0	1.8	3	47%	0	0	0
Roshan lal book house	365.00	2	165.0	1.825	5	100%	0	0	0
chandbookdepot	449.00		249.0	2.245			0	0	0
Maxbook	449.00		249.0	2.245			0	0	0
ONLINE SHOPPING NOW EASY	495.00	184	295.0	2.475	4	72%	0	0	0
