Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MK BOOKS INDIA	383.00	2,245	0.0	1.0	2.5	34%	0	0	0
CAMPUS BOOK HOUSE INDIAN INTITUTE OF SCIENCE TBH	649.00	218	266.0	1.6945	5	97%	0	0	1
Roshan BOOKS	699.00	7	316.0	1.8251	5	100%	0	0	0
CBH Online	799.00		416.0	2.0862			0	0	0
Payal Books	999.00	657	616.0	2.6084	3	51%	0	0	0
Repro Books-On-Demand	1249.00	8,424	866.0	3.2611	4.5	94%	1	0	0
Bookswagon	1250.00	6,375	867.0	3.2637	4	70%	0	0	0
Atlantic Publishers and Distributors	1296.00	14,537	913.0	3.3838	4.5	94%	0	0	0
Peacockbooks	1256.00	2,800	873.0	3.2794	4.5	92%	0	0	0
B2A UK	1603.00	6,928	1220.0	4.1854	4.5	83%	0	0	0
Atlantic Publishers and Distributors	1320.00	14,537	937.0	3.4465	4.5	94%	0	0	0
Peacockbooks	1372.00	2,800	989.0	3.5822	4.5	92%	0	0	0
Bookswagon	1470.00	6,375	1087.0	3.8381	4	70%	0	0	0
Bookswagon	1509.00	6,375	1126.0	3.9399	4	70%	0	0	0
Sunrise Book store	1436.00	1,356	1053.0	3.7493	3.5	61%	0	0	0
Sunrise Book store	1512.00	1,356	1129.0	3.9478	3.5	61%	0	0	0
D R	2074.00	12,168	1691.0	5.4151	4	82%	0	0	0
Fast Media 2	2183.93	6,005	1800.93	5.7022	4	72%	0	0	0
