Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	407.00	25,130	27.0	1.0711	4.5	92%	1	0	1
World500	407.00	3,248	27.0	1.0711	4	76%	0	0	0
Inetrade India	391.89	3,250	11.89	1.0313	4	75%	0	0	0
SUDHA BOOKS	380.00	123	0.0	1.0	4.5	85%	0	0	0
Read factor	509.00	1,517	129.0	1.3395	3.5	67%	0	0	0
BooksRaja	487.00	171	107.0	1.2816	4.5	85%	0	0	0
Skycart	500.00	479	120.0	1.3158	4.5	90%	0	0	0
Sunrise Book store	458.00	1,356	78.0	1.2053	3.5	61%	0	0	0
Suraj Trading - Express Delivery	487.00	48	107.0	1.2816	3	53%	0	0	0
MK BOOKS INDIA	599.00	2,247	219.0	1.5763	2.5	34%	0	0	0
Buy24*7	599.00	19	219.0	1.5763	4.5	89%	0	0	0
Vaishno Books Store	533.11	7	153.11	1.4029	4.5	86%	0	0	0
BOOK CENTRE	549.00	862	169.0	1.4447	4	81%	0	0	0
A to Z Book House	599.00	1,275	219.0	1.5763	3	46%	0	0	0
Sunrise Book store	1283.00	1,356	903.0	3.3763	3.5	61%	0	0	0
etohfa	2637.00	23	2257.0	6.9395	5	100%	0	0	0
