Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Speedy_Books	2044.00	489	69.88	1.0354	4.5	80%	0	0	1
Inetrade India	1974.12	3,249	0.0	1.0	4	75%	0	0	0
Bookswagon	1978.00	6,375	3.88	1.002	4	70%	0	0	0
BooksRaja	2023.00	171	48.88	1.0248	4.5	85%	0	0	0
AksharAA	2169.00	402	194.88	1.0987	4.5	88%	0	0	0
Sunrise Book store	2082.00	1,356	107.88	1.0546	3.5	61%	0	0	0
radhika A communication	2246.00	29	271.88	1.1377	4	78%	0	0	0
Books-a-zillion	2234.23	89	260.11	1.1318	4	82%	0	0	0
Book eHub	2383.00	32	408.88	1.2071	4	74%	0	0	0
Ebookstore	2484.00	522	509.88	1.2583	4.5	85%	0	0	0
ASIAN TREASURES	2561.00	18	586.88	1.2973	4.5	94%	0	0	0
CB-India	2400.00	3,033	425.88	1.2157	4.5	95%	0	0	0
MK BOOKS INDIA	2625.00	2,245	650.88	1.3297	2.5	34%	0	0	0
B2A UK	3081.00	6,928	1106.88	1.5607	4.5	83%	0	0	0
Bookswagon	3285.00	6,375	1310.88	1.664	4	70%	0	0	0
Sunrise Book store	3260.00	1,356	1285.88	1.6514	3.5	61%	0	0	0
Sunrise Book store	3357.00	1,356	1382.88	1.7005	3.5	61%	0	0	0
Bookswagon	3715.00	6,375	1740.88	1.8819	4	70%	0	0	0
ALL INDIA BOOK STORE	3999.00	9	2024.88	2.0257	3.5	67%	0	0	0
etohfa	5094.00	23	3119.88	2.5804	5	100%	0	0	0
Sunrise Book store	3628.00	1,356	1653.88	1.8378	3.5	61%	0	0	0
