Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Universal Book Zone	120.00	272	20.0	1.2	4	73%	0	0	0
A P Book House	110.00		10.0	1.1			0	0	0
DONE DEAL	160.00	327	60.0	1.6	4.5	98%	0	0	0
Fair N Frank Book Seller	100.00	148	0.0	1.0	4	81%	0	0	0
SN Book Center	100.00	23	0.0	1.0	3.5	61%	0	0	0
M K Book Center	109.00	3	9.0	1.09	3.5	67%	0	0	0
5 starbooks	220.00	21	120.0	2.2	2.5	36%	0	0	0
Sampath Vijaya Vinayaka	222.00	76	122.0	2.22	4	74%	0	0	0
BOOK LOVER'S	229.00	69	129.0	2.29	4	80%	0	0	0
NS Book Shop Old	140.00	45	40.0	1.4	4	71%	0	0	0
HKGNBooks	150.00	1	50.0	1.5	5	100%	0	0	0
Simmra Book House	198.00	62	98.0	1.98	4.5	84%	0	0	0
StarMark Book Shop	179.00	1	79.0	1.79	5	100%	0	0	0
Sufiyan Books	175.00	2	75.0	1.75	1	0%	0	0	0
PK Textbooks	150.00	31	50.0	1.5	3.5	61%	0	0	0
J B Books Sellers & Distributors	200.00	770	100.0	2.0	4	81%	0	0	0
MAC Books	200.00	15	100.0	2.0	3.5	60%	0	0	0
HHH Books Shop	299.00	47	199.0	2.99	3.5	62%	0	0	0
DRPNbooks	240.00	8	140.0	2.4	5	100%	0	0	0
Book&Books	225.00		125.0	2.25			0	0	0
Bala Book Center	345.00	11	245.0	3.45	3	45%	0	0	0
Cloudtail India	358.00	1,299,289	258.0	3.58	4.5	92%	1	1	1
Swetha Books	300.00	14	200.0	3.0	3.5	57%	0	0	0
OS BOOKS	381.00	7	281.0	3.81	3.5	71%	0	0	0
BlossoMoney	395.00	597	295.0	3.95	4.5	89%	1	0	0
Kusuma World Of Wonder	320.00	1	220.0	3.2	1	0%	0	0	0
Mittal Books India	433.00	15,729	333.0	4.33	4.5	95%	1	0	0
uRead-Store	452.00	25,152	352.0	4.52	4.5	92%	1	0	0
Sampath Vijaya Vinayaka	470.00	76	370.0	4.7	4	74%	0	0	0
DIGITAL PRESS	495.00	66	395.0	4.95	3	58%	0	0	0
Shilpa books	349.00	19	249.0	3.49	4	74%	0	0	0
Inetrade India	496.72	3,256	396.72	4.9672	4	75%	0	0	0
Manifest Services	499.00	2	399.0	4.99	5	100%	0	0	0
Sunrise Book store	489.00	1,359	389.0	4.89	3.5	61%	0	0	0
Booksmandi	491.00	2,531	391.0	4.91	4.5	89%	0	0	0
skypee	547.00	195	447.0	5.47	4	74%	0	0	0
O_Store	487.90	593	387.9	4.879	4.5	87%	0	0	0
NAMARA BOOKS	547.00	41	447.0	5.47	2	18%	0	0	0
M S BOOK ZONE	569.00	10	469.0	5.69	4	70%	0	0	0
Books-a-zillion	550.00	89	450.0	5.5	4	82%	0	0	0
BOOK CENTRE	575.00	862	475.0	5.75	4	81%	0	0	0
V5MARK	554.00	8	454.0	5.54	4	75%	0	0	0
BooksRaja	560.00	171	460.0	5.6	4.5	85%	0	0	0
CNA Bookstore	536.00	477	436.0	5.36	4.5	95%	0	0	0
VNSstores	595.00	33	495.0	5.95	3.5	61%	0	0	0
justshopindia	550.00	2	450.0	5.5	5	100%	0	0	0
A - Z Books Online	595.00	104	495.0	5.95	4.5	93%	0	0	0
SAI BOOKS	589.00	181	489.0	5.89	3	46%	0	0	0
Ebookstore	838.00	522	738.0	8.38	4.5	85%	0	0	0
ASIAN TREASURES	914.00	18	814.0	9.14	4.5	94%	0	0	0
Universal Book Zone	130.00	272	30.0	1.3	4	73%	0	0	0
Sampath Vijaya Vinayaka	226.00	76	126.0	2.26	4	74%	0	0	0
NS Book Shop Old	165.00	45	65.0	1.65	4	71%	0	0	0
Book&Books	230.00		130.0	2.3			0	0	0
Sunrise Book store	538.00	1,359	438.0	5.38	3.5	61%	0	0	0
Books-a-zillion	595.00	89	495.0	5.95	4	82%	0	0	0
SAI BOOKS	707.00	181	607.0	7.07	3	46%	0	0	0
Book eHub	933.00	32	833.0	9.33	4	72%	0	0	0
Speedy_Books	987.00	490	887.0	9.87	4.5	81%	0	0	0
Book&Books	230.00		130.0	2.3			0	0	0
Books-a-zillion	595.00	89	495.0	5.95	4	82%	0	0	0
