Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	329.00	1,528	2.52	1.0077	3.5	67%	0	0	0
World500	339.00	3,268	12.52	1.0383	4	76%	0	0	0
shivaji123 enterprises	374.00		47.52	1.1456			0	0	0
Amazing_Buy	382.00	17,787	55.52	1.1701	4.5	95%	1	0	0
uRead-Store	382.00	25,138	55.52	1.1701	4.5	92%	1	0	1
Inetrade India	326.48	3,253	0.0	1.0	4	75%	0	0	0
MK BOOKS INDIA	424.00	2,247	97.52	1.2987	2.5	34%	0	0	0
Mumbai gift corner	444.00	720	117.52	1.36	4.5	89%	0	0	0
Books For All	470.00	314	143.52	1.4396	4	81%	1	0	0
Royal500	471.00	882	144.52	1.4427	4.5	92%	0	0	0
siddharth books	400.00	51	73.52	1.2252	2.5	36%	0	0	0
killer,sbooks	479.00	18	152.52	1.4672	5	100%	0	0	0
Skycart	409.00	479	82.52	1.2528	4.5	90%	0	0	0
Buy Amazing Books	499.00	3,554	172.52	1.5284	3	51%	0	0	0
Browsers' Lounge	477.00	122	150.52	1.461	4.5	96%	0	0	0
A to Z Book House	499.00	1,275	172.52	1.5284	3	46%	0	0	0
ROSHAN COLLECTION	562.92		236.44	1.7242			0	0	0
Bookswagon	793.00	6,382	466.52	2.4289	4	70%	0	0	0
Sunrise Book store	816.00	1,358	489.52	2.4994	3.5	61%	0	0	0
B2A UK	1159.00	6,928	832.52	3.55	4.5	83%	0	0	0
Bookswagon	793.00	6,382	466.52	2.4289	4	70%	0	0	0
Sunrise Book store	755.00	1,358	428.52	2.3125	3.5	61%	0	0	0
Sunrise Book store	790.00	1,358	463.52	2.4198	3.5	61%	0	0	0
etohfa	2467.00	23	2140.52	7.5564	5	100%	0	0	0
