Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Global Book Store	879.00	623	0.0	1.0	5	99%	1	0	0
Cloudtail India	879.00	1,299,347	0.0	1.0	4.5	92%	1	1	1
Bookswagon	889.00	6,390	10.0	1.0114	4	70%	0	0	0
INFINITE BOOKS	943.63	292	64.63	1.0735	5	99%	0	0	0
Atlantic Publishers and Distributors	880.00	14,542	1.0	1.0011	4.5	94%	0	0	0
Peacockbooks	934.00	2,803	55.0	1.0626	4.5	92%	0	0	0
Sunrise Book store	884.00	1,361	5.0	1.0057	3.5	61%	0	0	0
B2A UK	1151.00	6,928	272.0	1.3094	4.5	83%	0	0	0
JustBuyBooks	1329.00	27	450.0	1.5119	3.5	70%	0	0	0
Fast Media 2	1389.32	6,007	510.32	1.5806	4	72%	0	0	0
Bookswagon	1113.00	6,390	234.0	1.2662	4	70%	0	0	0
Atlantic Publishers and Distributors	1169.00	14,542	290.0	1.3299	4.5	94%	0	0	0
Sunrise Book store	972.00	1,361	93.0	1.1058	3.5	61%	0	0	0
Bookswagon	1163.00	6,390	284.0	1.3231	4	70%	0	0	0
SmartGlobal	1394.00	214	515.0	1.5859	3	50%	0	0	0
G G	1568.00	4,510	689.0	1.7838	4.5	87%	0	0	0
Fast Media 2	1670.22	6,007	791.22	1.9001	4	72%	0	0	0
Doonmac	1757.00		878.0	1.9989			0	0	0
Universal Books House	1786.00	1	907.0	2.0319	5	100%	0	0	0
ALL INDIA BOOK STORE	1999.00	9	1120.0	2.2742	3.5	67%	0	0	0
Bookswagon	1163.00	6,390	284.0	1.3231	4	70%	0	0	0
Sunrise Book store	1137.00	1,361	258.0	1.2935	3.5	61%	0	0	0
