Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	208.00	17,787	21.0	1.1123	4.5	95%	1	0	0
uRead-Store	208.00	25,135	21.0	1.1123	4.5	92%	1	0	1
R-our Book	187.00	1,304	0.0	1.0	4	78%	0	0	0
Bookflow	217.50	3,100	30.5	1.1631	3.5	67%	0	0	0
ReadAhead	225.00	213	38.0	1.2032	4	79%	0	0	0
Goodread Bookstore	187.00	579	0.0	1.0	5	97%	0	0	0
Comma365	239.00	2,242	52.0	1.2781	4.5	95%	0	0	0
aspire india	200.00	331	13.0	1.0695	4	73%	0	0	0
RSONS	208.00	481	21.0	1.1123	4.5	84%	0	0	0
Sunrise Book store	209.00	1,358	22.0	1.1176	3.5	61%	0	0	0
Bookflow	225.00	3,100	38.0	1.2032	3.5	67%	0	0	0
A to Z Book House	199.00	1,275	12.0	1.0642	3	46%	0	0	0
SRBOOKWORLD	299.00	404	112.0	1.5989	4.5	93%	0	0	0
Skycart	225.00	479	38.0	1.2032	4.5	90%	0	0	0
Sunrise Book store	230.00	1,358	43.0	1.2299	3.5	61%	0	0	0
SansRack	250.00	1,050	63.0	1.3369	4.5	94%	0	0	0
Books-a-zillion	225.00	89	38.0	1.2032	4	82%	0	0	0
BOOK CENTRE	252.00	862	65.0	1.3476	4	81%	0	0	0
Books-a-zillion	250.00	89	63.0	1.3369	4	82%	0	0	0
Bookflow	225.00	3,100	38.0	1.2032	3.5	67%	0	0	0
