Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Trans Infopreneur Inc	292.00	218	42.0	1.168	4.5	94%	0	0	0
aspire india	293.00	331	43.0	1.172	4	73%	1	0	0
Amazing_Buy	293.00	17,787	43.0	1.172	4.5	95%	1	0	1
uRead-Store	293.00	25,135	43.0	1.172	4.5	92%	1	0	0
Bookflow	304.50	3,100	54.5	1.218	3.5	67%	0	0	0
Mittal Books India	339.00	15,728	89.0	1.356	4.5	95%	1	0	0
Book Wise Darya Ganj	345.00	1,098	95.0	1.38	4.5	89%	0	0	0
HERITAGE PUBLISHERS	345.00	783	95.0	1.38	4.5	94%	0	0	0
Amazing Buy	350.00	183,788	100.0	1.4	5	97%	1	0	0
Goodread Bookstore	350.00	579	100.0	1.4	5	97%	1	0	0
Bookflow	315.00	3,100	65.0	1.26	3.5	67%	0	0	0
Crossword Bookstores Ltd	280.00	2,475	30.0	1.12	4	74%	0	0	0
Comma365	310.00	2,242	60.0	1.24	4.5	95%	0	0	0
Books-a-zillion	250.00	89	0.0	1.0	4	82%	0	0	0
RSONS	291.00	481	41.0	1.164	4.5	84%	0	0	0
Skycart	297.00	479	47.0	1.188	4.5	90%	0	0	0
Sunrise Book store	293.00	1,358	43.0	1.172	3.5	61%	0	0	0
SansRack	350.00	1,050	100.0	1.4	4.5	94%	0	0	0
BOOK CENTRE	335.00	862	85.0	1.34	4	81%	0	0	0
A to Z Book House	350.00	1,275	100.0	1.4	3	46%	0	0	0
Bookflow	315.00	3,100	65.0	1.26	3.5	67%	0	0	0
HERITAGE PUBLISHERS	345.00	783	95.0	1.38	4.5	94%	0	0	0
aspire india	280.00	331	30.0	1.12	4	73%	0	0	0
Sunrise Book store	313.00	1,358	63.0	1.252	3.5	61%	0	0	0
Books-a-zillion	315.00	89	65.0	1.26	4	82%	0	0	0
Sunrise Book store	347.00	1,358	97.0	1.388	3.5	61%	0	0	0
Books-a-zillion	350.00	89	100.0	1.4	4	82%	0	0	0
