Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	197.00	1,544	0.0	1.0	3.5	67%	0	0	0
Buy Amazing Books	203.00	3,570	6.0	1.0305	3	52%	0	0	0
AH Book Centre	203.00	50	6.0	1.0305	4	75%	0	0	1
World500	203.00	3,319	6.0	1.0305	4	76%	0	0	0
tbymj	224.00		27.0	1.1371			0	0	0
Bookflow	260.13	3,100	63.13	1.3205	3.5	68%	0	0	0
R-our Book	224.00	1,305	27.0	1.1371	4	76%	0	0	0
SachinVentures	274.00	6	77.0	1.3909	4.5	83%	0	0	0
Inetrade India	203.81	3,258	6.81	1.0346	4	75%	0	0	0
BOOKFACTORY	221.00	6	24.0	1.1218	3.5	67%	0	0	0
killer,sbooks	287.00	18	90.0	1.4569	5	100%	0	0	0
RSONS	221.00	481	24.0	1.1218	4.5	84%	0	0	0
BSK Book	289.00	160	92.0	1.467	3.5	60%	0	0	0
Suryan Books	239.00	39	42.0	1.2132	4.5	95%	0	0	0
Abhinav Books Store	263.12	60	66.12	1.3356	3	53%	0	0	0
CrossWord Books	275.00	116	78.0	1.3959	5	95%	0	0	0
ScribbleGraffito	245.18	29	48.18	1.2446	4.5	91%	0	0	0
Resource book store	254.00	1	57.0	1.2893	5	100%	0	0	0
BOOKKR	299.00	5	102.0	1.5178	3.5	60%	0	0	0
Booknow	233.00	898	36.0	1.1827	4	80%	0	0	0
BooksRaja	239.00	171	42.0	1.2132	4.5	85%	0	0	0
V5MARK	239.00	8	42.0	1.2132	4	75%	0	0	0
Wish Your Book	269.10		72.1	1.366			0	0	0
BookInc	279.00	17	82.0	1.4162	4.5	94%	0	0	0
NS DISTRIBUTOR	299.00	7	102.0	1.5178	4	86%	0	0	0
S B T books	276.00	113	79.0	1.401	4.5	88%	0	0	0
W S Retaill	276.00	34	79.0	1.401	3.5	68%	0	0	0
Book store01	329.00	14	132.0	1.6701	3.5	57%	0	0	0
Amazing BookS	239.00	106	42.0	1.2132	3	54%	0	0	0
Books-a-zillion	269.10	89	72.1	1.366	4	82%	0	0	0
Bookflow	266.11	3,100	69.11	1.3508	3.5	68%	0	0	0
CrossWord Books	275.00	116	78.0	1.3959	5	95%	0	0	0
SN Square	329.00	59	132.0	1.6701	4	75%	0	0	0
A to Z Book House	299.00	1,276	102.0	1.5178	3	44%	0	0	0
uRead-Store	416.00	25,159	219.0	2.1117	4.5	92%	1	0	0
Ambe Books	361.09	2	164.09	1.8329	3	50%	0	0	0
Ginni Books	361.19	9	164.19	1.8335	4.5	89%	0	0	0
SAI BOOKS	296.00	181	99.0	1.5025	3	46%	0	0	0
Bookswagon	779.00	6,390	582.0	3.9543	4	70%	0	0	0
Sunrise Book store	753.00	1,360	556.0	3.8223	3.5	61%	0	0	0
Abhinav Books Store	269.10	60	72.1	1.366	3	53%	0	0	0
Bookswagon	808.00	6,390	611.0	4.1015	4	70%	0	0	0
Sunrise Book store	782.00	1,360	585.0	3.9695	3.5	61%	0	0	0
