Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
famous_Books	209.00	4	74.0	1.5481	4.5	75%	0	0	1
Omnibooks	135.00		0.0	1.0			0	0	0
All_in-One	165.00		30.0	1.2222			0	0	0
Buy Amazing-Books	168.00	3	33.0	1.2444	4.5	100%	0	0	0
For Sure Enterprises	172.00		37.0	1.2741			0	0	0
PrathamVir Book Store	240.00	25	105.0	1.7778	3	52%	0	0	0
EmploymentHours	240.00		105.0	1.7778			0	0	0
Swag Starzz	250.00	1	115.0	1.8519	1	0%	0	0	0
MAA SHARDA BOOK STORE	170.00		35.0	1.2593			0	0	0
Milestone	200.00	263	65.0	1.4815	3.5	59%	0	0	0
HOME BOOK STORE	189.00	1	54.0	1.4	1	0%	0	0	0
Sonu Book Services	181.00		46.0	1.3407			0	0	0
Shandaar Books Store	289.00	3	154.0	2.1407	3.5	67%	0	0	0
uRead-Store	302.00	25,144	167.0	2.237	4.5	92%	1	0	0
Cloudtail India	302.00	1,299,270	167.0	2.237	4.5	92%	1	1	0
Universal Book Point	240.00	3	105.0	1.7778	3.5	67%	0	0	0
Start up book store	270.00		135.0	2.0			0	0	0
Infinity Books- Fast Delivery	349.00	171	214.0	2.5852	3.5	66%	0	0	0
ApnaBazzar	367.00	49	232.0	2.7185	3.5	63%	0	0	0
Amazing_Buy	408.00	17,789	273.0	3.0222	4.5	95%	1	0	0
PKS RETAIL	410.00	4	275.0	3.037	5	100%	0	0	0
MK BOOKS INDIA	424.00	2,248	289.0	3.1407	2.5	34%	0	0	0
Inetrade India	359.84	3,254	224.84	2.6655	4	75%	0	0	0
O_Store	359.28	593	224.28	2.6613	4.5	87%	0	0	0
RSONS	369.00	481	234.0	2.7333	4.5	84%	0	0	0
Sunrise Book store	375.00	1,359	240.0	2.7778	3.5	61%	0	0	0
Book Wise Darya Ganj	459.00	1,098	324.0	3.4	4.5	89%	0	0	0
S B T books	462.00	113	327.0	3.4222	4.5	88%	0	0	0
W S Retaill	462.00	34	327.0	3.4222	3.5	68%	0	0	0
HERITAGE PUBLISHERS	469.00	783	334.0	3.4741	4.5	94%	0	0	0
AskTech Books	416.00	2	281.0	3.0815	2.5	50%	0	0	0
Suryan Books	399.00	39	264.0	2.9556	4.5	95%	0	0	0
Bookflow	478.50	3,100	343.5	3.5444	3.5	68%	0	0	0
GBD BOOKS	399.00	232	264.0	2.9556	4	68%	0	0	0
Winmaarc	485.00	118	350.0	3.5926	3.5	68%	0	0	0
SRBOOKWORLD	489.00	404	354.0	3.6222	4.5	93%	0	0	0
ABRB	490.00	60	355.0	3.6296	4	82%	0	0	0
Booknow	389.00	898	254.0	2.8815	4	80%	0	0	0
Okhla Book Distributor	360.00	60	225.0	2.6667	4.5	95%	0	0	0
Buy Amazing Books	499.00	3,557	364.0	3.6963	3	51%	0	0	0
Royal500	499.00	882	364.0	3.6963	4.5	92%	0	0	0
EXCELLENT BOOK SERVICE	399.20	12	264.2	2.957	3	50%	0	0	0
Book Buffet	423.00	9	288.0	3.1333	4.5	78%	0	0	0
Resource book store	424.00	1	289.0	3.1407	5	100%	0	0	0
Randomindia	424.00	9	289.0	3.1407	3.5	67%	0	0	0
BooksRaja	408.00	171	273.0	3.0222	4.5	85%	0	0	0
