Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MM Books Shop	800.00	4	0.0	1.0	5	100%	0	0	0
Cloudtail India	1525.00	1,299,156	725.0	1.9062	4.5	92%	1	1	1
Bookswagon	1534.00	6,375	734.0	1.9175	4	70%	0	0	0
Peacockbooks	1573.00	2,800	773.0	1.9663	4.5	92%	0	0	0
Sunrise Book store	1713.00	1,356	913.0	2.1412	3.5	61%	0	0	0
B2A UK	1939.00	6,928	1139.0	2.4238	4.5	83%	0	0	0
Atlantic Publishers and Distributors	1953.00	14,537	1153.0	2.4413	4.5	94%	0	0	0
Fast Media 2	2627.75	6,005	1827.75	3.2847	4	72%	0	0	0
D R	3462.00	12,168	2662.0	4.3275	4	82%	0	0	0
etohfa	3826.00	23	3026.0	4.7825	5	100%	0	0	0
Bookswagon	1947.00	6,375	1147.0	2.4337	4	70%	0	0	0
