Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
PUSTKAM	339.00	13	76.0	1.289	4.5	85%	0	0	0
OLD IS GOLD BOOK'S	263.00	64	0.0	1.0	3	56%	0	0	0
Siddi Vinayaka	330.00	5	67.0	1.2548	4	60%	0	0	0
DONE DEAL	420.00	327	157.0	1.597	4.5	98%	0	0	0
Book Bank Store	449.00		186.0	1.7072			0	0	0
Bala Book Center	455.00	11	192.0	1.73	3	45%	0	0	0
Cloudtail India	534.00	1,299,285	271.0	2.0304	4.5	92%	1	1	0
Infinity Books- Fast Delivery	549.00	171	286.0	2.0875	3.5	66%	0	0	0
WE2	575.00	1	312.0	2.1863	5	100%	0	0	0
BOOKS & EQUIPMENT DISTRIBUTORS	600.00	83	337.0	2.2814	4.5	89%	0	0	0
uRead-Store	687.00	25,151	424.0	2.6122	4.5	92%	1	0	0
The Best Book Store	634.00	55	371.0	2.4106	3.5	54%	0	0	0
All India Book House	760.00	2,957	497.0	2.8897	4.5	93%	1	0	0
Comma365	778.00	2,242	515.0	2.9582	4.5	95%	0	0	0
Pisces_Books	676.00	102	413.0	2.5703	4	80%	0	0	0
Bookshelff	750.00	72	487.0	2.8517	4	82%	0	0	0
Sunrise Book store	729.00	1,359	466.0	2.7719	3.5	61%	0	0	0
Darth Vader	757.00	61	494.0	2.8783	4	77%	0	0	0
BOOK CENTRE	838.00	862	575.0	3.1863	4	81%	0	0	0
BooksRaja	759.00	171	496.0	2.8859	4.5	85%	0	0	0
PUSTKAM	399.00	13	136.0	1.5171	4.5	85%	0	0	0
V5MARK	770.00	8	507.0	2.9278	4	75%	0	0	0
Manila Books Services	845.00	13	582.0	3.2129	4.5	92%	0	0	0
Books-a-zillion	845.00	89	582.0	3.2129	4	82%	0	0	0
Booksmandi	803.00	2,531	540.0	3.0532	4.5	89%	0	0	0
SAI BOOKS	836.00	181	573.0	3.1787	3	46%	0	0	0
Ebookstore	1104.00	522	841.0	4.1977	4.5	85%	0	0	0
Book eHub	1139.00	32	876.0	4.3308	4	72%	0	0	0
ASIAN TREASURES	1180.00	18	917.0	4.4867	4.5	94%	0	0	0
Speedy_Books	1435.00	490	1172.0	5.4563	4.5	81%	0	0	0
PUSTKAM	399.00	13	136.0	1.5171	4.5	85%	0	0	0
Sunrise Book store	729.00	1,359	466.0	2.7719	3.5	61%	0	0	0
BooksRaja	759.00	171	496.0	2.8859	4.5	85%	0	0	0
Books-a-zillion	845.00	89	582.0	3.2129	4	82%	0	0	0
