Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	480.00	17,790	0.0	1.0	4.5	95%	1	0	1
Read factor	495.00	1,532	15.0	1.0312	3.5	67%	0	0	0
World500	503.00	3,278	23.0	1.0479	4	76%	0	0	0
uRead-Store	521.00	25,154	41.0	1.0854	4.5	92%	1	0	0
Buy Amazing Books	525.00	3,558	45.0	1.0938	3	51%	0	0	0
Capsbookz	563.00		83.0	1.1729			0	0	0
Inetrade India	511.23	3,256	31.23	1.0651	4	75%	0	0	0
R-our Book	562.00	1,305	82.0	1.1708	4	76%	0	0	0
Sri Ganesha Books	540.00	382	60.0	1.125	4	82%	0	0	0
FOUNTAINHEAD	540.00	98	60.0	1.125	4.5	91%	0	0	0
A Mind's Bookstore	547.00	1,409	67.0	1.1396	4.5	89%	0	0	0
RSONS	554.00	481	74.0	1.1542	4.5	84%	0	0	0
AskTech Books	575.00	2	95.0	1.1979	2.5	50%	0	0	0
MK BOOKS INDIA	638.00	2,249	158.0	1.3292	2.5	34%	0	0	0
SBM Enterprises	555.00	48	75.0	1.1562	4	75%	0	0	0
Comma365	612.00	2,242	132.0	1.275	4.5	95%	0	0	0
Bookflow	652.50	3,100	172.5	1.3594	3.5	68%	0	0	0
Book Selection Centre	563.00	136	83.0	1.1729	4.5	96%	0	0	0
Randomindia	578.00	9	98.0	1.2042	3.5	67%	0	0	0
Goodread Bookstore	660.00	579	180.0	1.375	5	97%	1	0	0
ABRB	670.00	60	190.0	1.3958	4	82%	0	0	0
The Bookhive	600.00	43	120.0	1.25	4	80%	0	0	0
ReadAhead	675.00	213	195.0	1.4062	4	79%	0	0	0
Suryan Books	600.00	39	120.0	1.25	4.5	95%	0	0	0
BW ENTERPRISES	585.00	44	105.0	1.2188	4	79%	0	0	0
BooksRaja	583.00	171	103.0	1.2146	4.5	85%	0	0	0
Booknow	585.00	898	105.0	1.2188	4	80%	0	0	0
fairdealenterprise	577.50	45	97.5	1.2031	2	25%	0	0	0
W S Retaill	692.00	34	212.0	1.4417	3.5	68%	0	0	0
S B T books	692.00	113	212.0	1.4417	4.5	88%	0	0	0
ScribbleGraffito	615.00	29	135.0	1.2812	4.5	91%	0	0	0
Skycart	622.00	479	142.0	1.2958	4.5	90%	0	0	0
Booksmandi	600.00	2,531	120.0	1.25	4.5	89%	0	0	0
V5MARK	593.00	8	113.0	1.2354	4	75%	0	0	0
Sunrise Book store	578.00	1,359	98.0	1.2042	3.5	61%	0	0	0
HERITAGE PUBLISHERS	705.00	783	225.0	1.4688	4.5	94%	0	0	0
Wish Your Book	630.00		150.0	1.3125			0	0	0
Resource book store	638.00	1	158.0	1.3292	5	100%	0	0	0
Abhinav Books Store	660.00	60	180.0	1.375	3	53%	0	0	0
Amazing BookS	600.00	106	120.0	1.25	3	54%	0	0	0
BSK Book	710.00	160	230.0	1.4792	3.5	60%	0	0	0
Book store01	710.00	14	230.0	1.4792	3.5	57%	0	0	0
CrossWord Books	690.00	116	210.0	1.4375	5	95%	0	0	0
Winmaarc	744.00	118	264.0	1.55	3.5	68%	0	0	0
NS DISTRIBUTOR	695.00	7	215.0	1.4479	4	86%	0	0	0
Santusti Enterprises	750.00	26	270.0	1.5625	4	81%	0	0	0
killer,sbooks	750.00	18	270.0	1.5625	5	100%	0	0	0
BookInc	698.00	17	218.0	1.4542	4.5	94%	0	0	0
The Grand_Store	740.00	10	260.0	1.5417	3	50%	0	0	0
Books-a-zillion	675.00	89	195.0	1.4062	4	82%	0	0	0
Bookflow	675.00	3,100	195.0	1.4062	3.5	68%	0	0	0
BOOKKR	750.00	5	270.0	1.5625	3.5	60%	0	0	0
Browsers' Lounge	720.00	122	240.0	1.5	4.5	96%	0	0	0
Kushii Radiance Bookshop	713.00	63	233.0	1.4854	4.5	84%	0	0	0
A to Z Book House	750.00	1,275	270.0	1.5625	3	45%	0	0	0
Ambe Books	749.60	2	269.6	1.5617	3	50%	0	0	0
Ginni Books	749.70	9	269.7	1.5619	4.5	89%	0	0	0
SAI BOOKS	742.00	181	262.0	1.5458	3	46%	0	0	0
ROSHAN COLLECTION	834.00		354.0	1.7375			0	0	0
Bookswagon	1544.00	6,387	1064.0	3.2167	4	70%	0	0	0
Bookflow	675.00	3,100	195.0	1.4062	3.5	68%	0	0	0
ScribbleGraffito	622.50	29	142.5	1.2969	4.5	91%	0	0	0
HERITAGE PUBLISHERS	713.00	783	233.0	1.4854	4.5	94%	0	0	0
Abhinav Books Store	675.00	60	195.0	1.4062	3	53%	0	0	0
Sunrise Book store	1500.00	1,359	1020.0	3.125	3.5	61%	0	0	0
