Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SEGMENT BOOKS	1273.51	155	0.0	1.0	3.5	64%	0	0	1
Bookswagon	1301.00	6,387	27.49	1.0216	4	70%	0	0	0
Bookswagon	1333.00	6,387	59.49	1.0467	4	70%	0	0	0
Sunrise Book store	1374.00	1,359	100.49	1.0789	3.5	61%	0	0	0
Sunrise Book store	1286.00	1,359	12.49	1.0098	3.5	61%	0	0	0
RRR SALES	1490.00	17	216.49	1.17	4.5	82%	0	0	0
CB-India	1496.00	3,033	222.49	1.1747	4.5	95%	0	0	0
B2A UK	1725.00	6,928	451.49	1.3545	4.5	83%	0	0	0
etohfa	2863.00	23	1589.49	2.2481	5	100%	0	0	0
Sunrise Book store	1300.00	1,359	26.49	1.0208	3.5	61%	0	0	0
Bookswagon	1572.00	6,387	298.49	1.2344	4	70%	0	0	0
Bookswagon	1638.00	6,387	364.49	1.2862	4	70%	0	0	0
Sunrise Book store	1606.00	1,359	332.49	1.2611	3.5	61%	0	0	0
