Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	401.00	3,268	0.0	1.0	4	76%	0	0	0
somsebooks	449.00		48.0	1.1197			0	0	0
uRead-Store	479.00	25,138	78.0	1.1945	4.5	92%	1	0	0
Amazing_Buy	479.00	17,787	78.0	1.1945	4.5	95%	1	0	0
BooksStation	479.00		78.0	1.1945			0	0	0
BOOKFACTRY	479.00	1	78.0	1.1945	5	100%	0	0	0
MK BOOKS INDIA	509.00	2,247	108.0	1.2693	2.5	34%	0	0	0
Inetrade India	456.07	3,253	55.07	1.1373	4	75%	0	0	0
Book Selection Centre	443.00	136	42.0	1.1047	4.5	96%	0	0	0
Sri Ganesha Books	431.00	382	30.0	1.0748	4	82%	0	0	0
FOUNTAINHEAD	431.00	98	30.0	1.0748	4.5	91%	0	0	0
Bookflow	539.10	3,100	138.1	1.3444	3.5	68%	0	0	0
SBM Enterprises	449.25	48	48.25	1.1203	4	75%	0	0	0
The Bookhive	479.20	43	78.2	1.195	4	80%	0	0	0
Goodread Bookstore	569.00	579	168.0	1.419	5	97%	1	0	0
Skycart	500.00	479	99.0	1.2469	4.5	90%	0	0	0
Sunrise Book store	458.00	1,358	57.0	1.1421	3.5	61%	0	0	0
BooksRaja	457.00	171	56.0	1.1397	4.5	85%	0	0	0
Book store01	574.00	14	173.0	1.4314	3.5	57%	0	0	0
Booksmandi	480.00	2,531	79.0	1.197	4.5	89%	0	0	0
Bookflow	539.10	3,100	138.1	1.3444	3.5	68%	0	0	0
fairdealenterprise	461.23	44	60.23	1.1502	2	27%	0	0	0
Venture360	569.00	25	168.0	1.419	3	52%	0	0	0
BOOKKR	599.00	5	198.0	1.4938	3.5	60%	0	0	0
Vaishno Books Store	533.11	7	132.11	1.3295	4.5	86%	0	0	0
Books-a-zillion	539.10	89	138.1	1.3444	4	82%	0	0	0
Amazing BookS	479.00	106	78.0	1.1945	3	54%	0	0	0
BW ENTERPRISES	479.00	44	78.0	1.1945	4	79%	0	0	0
S B T books	556.00	113	155.0	1.3865	4.5	88%	0	0	0
W S Retaill	555.00	34	154.0	1.384	3.5	68%	0	0	0
