Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	2068.00	1,299,338	65.0	1.0325	4.5	92%	1	1	1
CB-India	2003.00	3,033	0.0	1.0	4.5	95%	0	0	0
Atlantic Publishers and Distributors	2233.00	14,542	230.0	1.1148	4.5	94%	0	0	0
Bookswagon	2277.00	6,390	274.0	1.1368	4	70%	0	0	0
Atlantic Publishers and Distributors	2206.00	14,542	203.0	1.1013	4.5	94%	0	0	0
B2A UK	2299.00	6,928	296.0	1.1478	4.5	83%	0	0	0
Peacockbooks	2258.00	2,803	255.0	1.1273	4.5	92%	0	0	0
Sunrise Book store	2199.00	1,360	196.0	1.0979	3.5	61%	0	0	0
INFINITE BOOKS	2734.15	291	731.15	1.365	5	99%	0	0	0
Fast Media 2	3182.70	6,007	1179.7	1.589	4	72%	0	0	0
Bookswagon	2277.00	6,390	274.0	1.1368	4	70%	0	0	0
Bookswagon	2330.00	6,390	327.0	1.1633	4	70%	0	0	0
Sunrise Book store	2303.00	1,360	300.0	1.1498	3.5	61%	0	0	0
Bookswagon	2514.00	6,390	511.0	1.2551	4	70%	0	0	0
Bookswagon	2521.00	6,390	518.0	1.2586	4	70%	0	0	0
Sunrise Book store	2432.00	1,360	429.0	1.2142	3.5	61%	0	0	0
Sunrise Book store	2727.00	1,360	724.0	1.3615	3.5	61%	0	0	0
Sunrise Book store	2692.00	1,360	689.0	1.344	3.5	61%	0	0	0
