Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	190.00	3,277	0.0	1.0	4	76%	0	0	0
Essay Shopping Malls	320.00	52	130.0	1.6842	4	75%	0	0	0
Inetrade India	261.07	3,256	71.07	1.3741	4	75%	0	0	0
Bargain Book	338.00	265	148.0	1.7789	4.5	98%	0	0	1
MK BOOKS INDIA	339.00	2,249	149.0	1.7842	2.5	34%	0	0	0
Bookflow	347.13	3,100	157.13	1.827	3.5	68%	0	0	0
AskTech Books	308.00	2	118.0	1.6211	2.5	50%	0	0	0
uRead-Store	379.00	25,152	189.0	1.9947	4.5	92%	1	0	0
Goodread Bookstore	379.00	579	189.0	1.9947	5	97%	1	0	0
HERITAGE PUBLISHERS	379.00	783	189.0	1.9947	4.5	94%	0	0	0
Suryan Books	319.00	39	129.0	1.6789	4.5	95%	0	0	0
Read factor	399.00	1,532	209.0	2.1	3.5	67%	0	0	0
Skycart	331.00	479	141.0	1.7421	4.5	90%	0	0	0
ScribbleGraffito	331.17	29	141.17	1.743	4.5	91%	0	0	0
Booknow	311.00	898	121.0	1.6368	4	80%	0	0	0
SansRack	399.00	1,051	209.0	2.1	4.5	94%	0	0	0
Suraj Trading - Express Delivery	399.00	48	209.0	2.1	3	53%	0	0	0
A to Z Book House	399.00	1,275	209.0	2.1	3	45%	0	0	0
ROSHAN COLLECTION	454.92		264.92	2.3943			0	0	0
Atlantic Publishers and Distributors	599.00	14,540	409.0	3.1526	4.5	94%	0	0	0
Peacockbooks	654.00	2,801	464.0	3.4421	4.5	92%	0	0	0
Bookswagon	711.00	6,387	521.0	3.7421	4	70%	0	0	0
Sunrise Book store	740.00	1,359	550.0	3.8947	3.5	61%	0	0	0
Sunrise Book store	680.00	1,359	490.0	3.5789	3.5	61%	0	0	0
B2A UK	1043.00	6,928	853.0	5.4895	4.5	83%	0	0	0
etohfa	1988.00	23	1798.0	10.4632	5	100%	0	0	0
