Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Buy Amazing Books	67.00	3,570	15.02	1.289	3	52%	0	0	0
uRead-Store	99.00	25,158	47.02	1.9046	4.5	92%	1	0	1
COSTA BOOK	99.00	1	47.02	1.9046	1	0%	0	0	0
bookshopToday	95.00	15	43.02	1.8276	4.5	91%	0	0	0
Inetrade India	51.98	3,258	0.0	1.0	4	75%	0	0	0
AskTech Books	84.00	2	32.02	1.616	2.5	50%	0	0	0
BSK Book	99.00	160	47.02	1.9046	3.5	60%	0	0	0
Book store01	99.00	14	47.02	1.9046	3.5	57%	0	0	0
CrossWord Books	91.00	116	39.02	1.7507	5	95%	0	0	0
The Bookhive	79.20	43	27.22	1.5237	4	80%	0	0	0
CrossWord Books	91.00	116	39.02	1.7507	5	95%	0	0	0
BookAdda	86.00	365	34.02	1.6545	3	46%	0	0	0
BOOKKR	129.00	5	77.02	2.4817	3.5	60%	0	0	0
Shreeganesh16	99.00	27	47.02	1.9046	4.5	83%	0	0	0
ANANYABOOKS	99.00	1	47.02	1.9046	1	0%	0	0	0
Best Deal India	105.00	6	53.02	2.02	5	100%	0	0	0
A to Z Book House	99.00	1,276	47.02	1.9046	3	44%	0	0	0
Booksmandi	149.00	2,531	97.02	2.8665	4.5	89%	0	0	0
S B T books	92.00	113	40.02	1.7699	4.5	88%	0	0	0
W S Retaill	91.00	34	39.02	1.7507	3.5	68%	0	0	0
