Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	637.00	3,268	0.0	1.0	4	76%	0	0	0
E S CORPORATION	665.00	211	28.0	1.044	4.5	86%	0	0	0
Cloudtail India	755.00	1,299,225	118.0	1.1852	4.5	92%	1	1	1
Amazing_Buy	791.00	17,787	154.0	1.2418	4.5	95%	1	0	0
Bookswagon	954.00	6,382	317.0	1.4976	4	70%	0	0	0
Sunrise Book store	930.00	1,358	293.0	1.46	3.5	61%	0	0	0
MK BOOKS INDIA	1216.00	2,247	579.0	1.9089	2.5	34%	0	0	0
B2A UK	1386.00	6,928	749.0	2.1758	4.5	83%	0	0	0
Fast Media 2	1843.15	6,005	1206.15	2.8935	4	72%	0	0	0
D R	1862.00	12,168	1225.0	2.9231	4	82%	0	0	0
Bookswagon	951.00	6,382	314.0	1.4929	4	70%	0	0	0
Bookswagon	968.00	6,382	331.0	1.5196	4	70%	0	0	0
Sunrise Book store	931.00	1,358	294.0	1.4615	3.5	61%	0	0	0
Bookswagon	1293.00	6,382	656.0	2.0298	4	70%	0	0	0
Sunrise Book store	1300.00	1,358	663.0	2.0408	3.5	61%	0	0	0
etohfa	2328.00	23	1691.0	3.6546	5	100%	0	0	0
