Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Trans Infopreneur Inc	465.00	218	73.11	1.1866	4.5	94%	1	0	1
Inetrade India	391.89	3,253	0.0	1.0	4	75%	0	0	0
R-our Book	449.00	1,304	57.11	1.1457	4	77%	0	0	0
MK BOOKS INDIA	509.00	2,247	117.11	1.2988	2.5	34%	0	0	0
RSONS	443.00	481	51.11	1.1304	4.5	84%	0	0	0
Goodread Bookstore	539.00	579	147.11	1.3754	5	97%	1	0	0
Suryan Books	479.00	39	87.11	1.2223	4.5	95%	0	0	0
HERITAGE PUBLISHERS	563.00	783	171.11	1.4366	4.5	94%	0	0	0
ScribbleGraffito	491.18	29	99.29	1.2534	4.5	91%	0	0	0
EXCELLENT BOOK SERVICE	479.20	12	87.31	1.2228	3	50%	0	0	0
Resource book store	509.00	1	117.11	1.2988	5	100%	0	0	0
Abhinav Books Store	527.12	60	135.23	1.3451	3	53%	0	0	0
BOOK CENTRE	519.00	862	127.11	1.3244	4	81%	0	0	0
Winmaarc	630.00	118	238.11	1.6076	3.5	68%	0	0	0
Books-a-zillion	539.10	89	147.21	1.3756	4	82%	0	0	0
SEGMENT BOOKS	675.90	155	284.01	1.7247	3.5	64%	0	0	0
A to Z Book House	599.00	1,275	207.11	1.5285	3	46%	0	0	0
SAI BOOKS	593.00	181	201.11	1.5132	3	46%	0	0	0
Atlantic Publishers and Distributors	1221.00	14,538	829.11	3.1157	4.5	94%	0	0	0
Bookswagon	1223.00	6,382	831.11	3.1208	4	70%	0	0	0
Trans Infopreneur Inc	466.00	218	74.11	1.1891	4.5	94%	0	0	1
Abhinav Books Store	539.10	60	147.21	1.3756	3	53%	0	0	0
Bookswagon	1261.00	6,382	869.11	3.2177	4	70%	0	0	0
Sunrise Book store	1136.00	1,358	744.11	2.8988	3.5	61%	0	0	0
D R	2459.00	12,168	2067.11	6.2747	4	82%	0	0	0
etohfa	2474.00	23	2082.11	6.313	5	100%	0	0	0
