Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MK BOOKS INDIA	1471.00	2,245	0.0	1.0	2.5	34%	0	0	0
T B	1931.25	64	460.25	1.3129	4.5	93%	0	0	0
Atlantic Publishers and Distributors	2023.00	14,537	552.0	1.3753	4.5	94%	0	0	1
Peacockbooks	2074.00	2,800	603.0	1.4099	4.5	92%	0	0	0
Bookswagon	2204.00	6,375	733.0	1.4983	4	70%	0	0	0
B2A UK	2289.00	6,928	818.0	1.5561	4.5	83%	0	0	0
Sunrise Book store	2190.00	1,356	719.0	1.4888	3.5	61%	0	0	0
Bookswagon	3094.00	6,375	1623.0	2.1033	4	70%	0	0	0
Atlantic Publishers and Distributors	3224.00	14,537	1753.0	2.1917	4.5	94%	0	0	1
D R	3499.00	12,168	2028.0	2.3787	4	82%	0	0	0
