Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	281.38	25,138	0.0	1.0	4.5	92%	1	0	1
Trans Infopreneur Inc	384.00	218	102.62	1.3647	4.5	94%	0	0	0
Atlantic Publishers and Distributors	296.00	14,538	14.62	1.052	4.5	94%	0	0	0
Bookswagon	398.00	6,382	116.62	1.4145	4	70%	0	0	0
Goodread Bookstore	403.00	579	121.62	1.4322	5	97%	1	0	0
Peacockbooks	351.00	2,801	69.62	1.2474	4.5	92%	0	0	0
Sunrise Book store	432.00	1,358	150.62	1.5353	3.5	61%	0	0	0
INFINITE BOOKS	552.07	287	270.69	1.962	5	99%	0	0	0
Fast Media 2	1132.09	6,006	850.71	4.0233	4	72%	0	0	0
etohfa	1851.00	23	1569.62	6.5783	5	100%	0	0	0
uRead-Store	385.00	25,138	103.62	1.3683	4.5	92%	1	0	1
Bookswagon	399.00	6,382	117.62	1.418	4	70%	0	0	0
Sunrise Book store	382.00	1,358	100.62	1.3576	3.5	61%	0	0	0
Bookswagon	445.00	6,382	163.62	1.5815	4	70%	0	0	0
Sunrise Book store	413.00	1,358	131.62	1.4678	3.5	61%	0	0	0
