Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	373.78	3,258	0.0	1.0	4	75%	0	0	0
uRead-Store	448.89	25,158	75.11	1.2009	4.5	92%	1	0	1
MK BOOKS INDIA	449.00	2,249	75.22	1.2012	2.5	34%	0	0	0
Lot Book	662.00	177	288.22	1.7711	4.5	88%	0	0	0
iTippi Book	626.00	108	252.22	1.6748	4.5	91%	0	0	0
Bookswagon	877.00	6,390	503.22	2.3463	4	70%	0	0	0
Bookswagon	971.00	6,390	597.22	2.5978	4	70%	0	0	0
Sunrise Book store	872.00	1,360	498.22	2.3329	3.5	61%	0	0	0
Fast Media 2	1386.71	6,007	1012.93	3.71	4	72%	0	0	0
SmartGlobal	1473.00	214	1099.22	3.9408	3	50%	0	0	0
Sunrise Book store	1131.00	1,360	757.22	3.0258	3.5	61%	0	0	0
Bookswagon	1202.00	6,390	828.22	3.2158	4	70%	0	0	0
Sunrise Book store	1122.00	1,360	748.22	3.0018	3.5	61%	0	0	0
