Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
dealstar	355.00	6,597	60.0	1.2034	4.5	85%	0	0	0
Blue Sea Book House	295.00	4	0.0	1.0	4	75%	0	0	0
Inetrade India	359.02	3,254	64.02	1.217	4	75%	0	0	0
Bookflow	434.13	3,100	139.13	1.4716	3.5	68%	0	0	0
aspire india	370.00	331	75.0	1.2542	4	73%	0	0	1
Comma365	415.00	2,242	120.0	1.4068	4.5	95%	0	0	0
Okhla Book Distributor	335.00	59	40.0	1.1356	4.5	95%	0	0	0
Darth Vader	393.00	61	98.0	1.3322	4	77%	0	0	0
uRead-Store	474.00	25,138	179.0	1.6068	4.5	92%	1	0	0
Book Wise Darya Ganj	474.00	1,098	179.0	1.6068	4.5	89%	0	0	0
Browsers' Lounge	399.20	122	104.2	1.3532	4.5	96%	0	0	0
Suryan Books	399.00	39	104.0	1.3525	4.5	95%	0	0	0
Randomindia	399.00	9	104.0	1.3525	3.5	67%	0	0	0
Skycart	409.00	479	114.0	1.3864	4.5	90%	0	0	0
BooksRaja	391.00	171	96.0	1.3254	4.5	85%	0	0	0
BW ENTERPRISES	399.00	44	104.0	1.3525	4	79%	0	0	0
MK BOOKS INDIA	499.00	2,247	204.0	1.6915	2.5	34%	0	0	0
Booksmandi	400.00	2,531	105.0	1.3559	4.5	89%	0	0	0
Resource book store	424.00	1	129.0	1.4373	5	100%	0	0	0
O_Store	424.15	593	129.15	1.4378	4.5	87%	0	0	0
Nanhi Shop	412.00	53	117.0	1.3966	3	51%	0	0	0
V5MARK	408.00	8	113.0	1.3831	4	75%	0	0	0
READERS CHOICE BOOKS	449.00	100	154.0	1.522	4	76%	0	0	0
A to Z Book House	499.00	1,275	204.0	1.6915	3	46%	0	0	0
united Books India	399.20		104.2	1.3532			0	0	0
Books-a-zillion	499.00	89	204.0	1.6915	4	82%	0	0	0
Ginni Books	566.54	9	271.54	1.9205	4.5	89%	0	0	0
Ambe Books	566.64	2	271.64	1.9208	3	50%	0	0	0
SAI BOOKS	494.00	181	199.0	1.6746	3	46%	0	0	0
Atlantic Publishers and Distributors	733.00	14,538	438.0	2.4847	4.5	94%	0	0	0
aspire india	458.00	331	163.0	1.5525	4	73%	1	0	1
Bookswagon	842.00	6,384	547.0	2.8542	4	70%	0	0	0
Sunrise Book store	908.00	1,358	613.0	3.078	3.5	61%	0	0	0
Sunrise Book store	880.00	1,358	585.0	2.9831	3.5	61%	0	0	0
B2A UK	1152.00	6,928	857.0	3.9051	4.5	83%	0	0	0
