Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	642.00	25,127	0.0	1.0	4.5	92%	1	0	1
PKS RETAIL	665.00	4	23.0	1.0358	5	100%	0	0	0
World500	669.00	3,248	27.0	1.0421	4	76%	0	0	0
Amazing_Buy	672.00	17,781	30.0	1.0467	4.5	95%	1	0	0
Buy Amazing Books	699.00	3,536	57.0	1.0888	3	51%	0	0	0
Inetrade India	717.71	3,249	75.71	1.1179	4	75%	0	0	0
Sri Ganesha Books	719.00	382	77.0	1.1199	4	82%	0	0	0
FOUNTAINHEAD	719.00	98	77.0	1.1199	4.5	91%	0	0	0
AskTech Books	753.00	2	111.0	1.1729	2.5	50%	0	0	0
A Mind's Bookstore	729.00	1,409	87.0	1.1355	4.5	89%	0	0	0
MONOBO BOOKS	729.00	117	87.0	1.1355	4.5	86%	0	0	0
Goodread Bookstore	739.00	579	97.0	1.1511	5	97%	0	0	0
MK BOOKS INDIA	849.00	2,245	207.0	1.3224	2.5	34%	0	0	0
Best Deal India	850.00	6	208.0	1.324	5	100%	0	0	0
Crossword Bookstores Ltd	850.00	2,475	208.0	1.324	4	74%	0	0	0
Book Selection Centre	749.00	136	107.0	1.1667	4.5	96%	0	0	0
SBM Enterprises	759.24	48	117.24	1.1826	4	75%	0	0	0
Comma365	820.00	2,242	178.0	1.2773	4.5	95%	0	0	0
O_Store	719.28	593	77.28	1.1204	4.5	87%	0	0	0
Skycart	799.00	479	157.0	1.2445	4.5	90%	0	0	0
Sunrise Book store	738.00	1,356	96.0	1.1495	3.5	61%	0	0	0
BooksRaja	794.00	171	152.0	1.2368	4.5	85%	0	0	0
ReadAhead	899.00	213	257.0	1.4003	4	79%	0	0	0
Bookflow	899.10	3,100	257.1	1.4005	3.5	67%	0	0	0
Browsers' Lounge	799.20	122	157.2	1.2449	4.5	96%	0	0	0
S B T books	924.00	113	282.0	1.4393	4.5	88%	0	0	0
W S Retaill	922.00	34	280.0	1.4361	3.5	69%	0	0	0
Booksmandi	800.00	2,530	158.0	1.2461	4.5	89%	0	0	0
BSK Book	929.00	159	287.0	1.447	3.5	60%	0	0	0
HERITAGE PUBLISHERS	949.00	783	307.0	1.4782	4.5	94%	0	0	0
Suryan Books	849.00	39	207.0	1.3224	4.5	95%	0	0	0
ScribbleGraffito	829.17	29	187.17	1.2915	4.5	91%	0	0	0
Book Palace	842.00	11	200.0	1.3115	3.5	55%	0	0	0
BW ENTERPRISES	779.00	44	137.0	1.2134	4	79%	0	0	0
CrossWord Books	919.00	116	277.0	1.4315	5	95%	0	0	0
Shreeganesh16	900.00	27	258.0	1.4019	4.5	83%	0	0	0
BookInc	930.00	17	288.0	1.4486	4.5	94%	0	0	0
Book store01	989.00	11	347.0	1.5405	3	45%	0	0	0
MEETA BOOKS	899.00	47	257.0	1.4003	2.5	36%	0	0	0
BOOKKR	999.00	5	357.0	1.5561	3.5	60%	0	0	0
Bookflow	899.10	3,100	257.1	1.4005	3.5	67%	0	0	0
BSK Book	929.00	159	287.0	1.447	3.5	60%	0	0	0
Sunrise Book store	847.00	1,356	205.0	1.3193	3.5	61%	0	0	0
A to Z Book House	999.00	1,275	357.0	1.5561	3	46%	0	0	0
The Grand_Store	970.00	10	328.0	1.5109	3	50%	0	0	0
Ginni Books	997.26	9	355.26	1.5534	4.5	89%	0	0	0
Ambe Books	997.26	2	355.26	1.5534	3	50%	0	0	0
Ebookstore	1348.00	522	706.0	2.0997	4.5	85%	0	0	0
Bookswagon	2055.00	6,375	1413.0	3.2009	4	70%	0	0	0
B2A UK	2145.00	6,928	1503.0	3.3411	4.5	83%	0	0	0
Bookflow	899.10	3,100	257.1	1.4005	3.5	67%	0	0	0
Bookswagon	2058.00	6,375	1416.0	3.2056	4	70%	0	0	0
Sunrise Book store	1966.00	1,356	1324.0	3.0623	3.5	61%	0	0	0
