Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Source Books Pvt Ltd	1084.00	1,125	0.0	1.0	4	82%	0	0	0
VIVA MARKETING	1119.00	113	35.0	1.0323	4	67%	0	0	0
All India Book House	1200.00	2,957	116.0	1.107	4.5	93%	1	0	0
Atlantic Publishers and Distributors	1281.00	14,538	197.0	1.1817	4.5	94%	0	0	0
Peacockbooks	1355.00	2,801	271.0	1.25	4.5	92%	0	0	0
MK BOOKS INDIA	1466.00	2,247	382.0	1.3524	2.5	34%	0	0	0
Bookswagon	1514.00	6,380	430.0	1.3967	4	70%	0	0	0
Sunrise Book store	1426.00	1,356	342.0	1.3155	3.5	61%	0	0	0
Ebookstore	1623.00	522	539.0	1.4972	4.5	85%	0	0	0
SAI BOOKS	1477.00	181	393.0	1.3625	3	46%	0	0	0
Bookswagon	1572.00	6,380	488.0	1.4502	4	70%	0	0	0
Sunrise Book store	1426.00	1,356	342.0	1.3155	3.5	61%	0	0	0
Bookswagon	1572.00	6,380	488.0	1.4502	4	70%	0	0	0
Bookswagon	1615.00	6,380	531.0	1.4899	4	70%	0	0	0
B2A UK	1764.00	6,928	680.0	1.6273	4.5	83%	0	0	0
JustBuyBooks	1844.00	26	760.0	1.7011	3.5	69%	0	0	0
