Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
QUALITYBOOKS INDIA	299.00	50	0.0	1.0	4.5	94%	0	0	0
skhan123	320.00		21.0	1.0702			0	0	0
Vishal Books	325.00	74	26.0	1.087	4	82%	1	0	1
BlossoMoney	375.00	597	76.0	1.2542	4.5	89%	1	0	0
QUALITYBOOKS INDIA	429.00	50	130.0	1.4348	4.5	94%	0	0	0
Somaiyas	300.00	51	1.0	1.0033	4.5	96%	0	0	0
A H boOKS	391.00	5	92.0	1.3077	5	100%	0	0	0
Sampath Vijaya Vinayaka	450.00	76	151.0	1.505	4	74%	0	0	0
Kozzy Books	399.00	6	100.0	1.3344	5	100%	0	0	0
Best Price_	495.00	224	196.0	1.6555	4	82%	0	0	0
DONE DEAL	580.00	327	281.0	1.9398	4.5	98%	0	0	0
BALAJEE BOOK DISTRIBUTORS	450.00	5	151.0	1.505	3.5	60%	0	0	0
Payal Books	550.00	657	251.0	1.8395	3	51%	0	0	0
HERITAGE PUBLISHERS	693.00	783	394.0	2.3177	4.5	94%	0	0	0
uRead-Store	725.00	25,136	426.0	2.4247	4.5	92%	1	0	0
BooksRaja	618.00	171	319.0	2.0669	4.5	85%	0	0	0
V5MARK	628.00	8	329.0	2.1003	4	75%	0	0	0
JBCPD	728.00	32,618	429.0	2.4348	4.5	93%	0	0	0
Books-a-zillion	769.00	89	470.0	2.5719	4	82%	0	0	0
