Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	736.00	1,299,235	0.0	1.0	4.5	92%	1	1	1
Mittal Books India	813.00	15,728	77.0	1.1046	4.5	95%	1	0	0
uRead-Store	842.00	25,136	106.0	1.144	4.5	92%	1	0	0
Comma365	839.00	2,242	103.0	1.1399	4.5	95%	0	0	0
All India Book House	899.00	2,957	163.0	1.2215	4.5	93%	1	0	0
Sunrise Book store	767.00	1,358	31.0	1.0421	3.5	61%	0	0	0
BOOK CENTRE	839.00	862	103.0	1.1399	4	81%	0	0	0
Sunrise Book store	788.00	1,358	52.0	1.0707	3.5	61%	0	0	0
Books-a-zillion	919.00	89	183.0	1.2486	4	82%	0	0	0
Speedy_Books	1498.00	490	762.0	2.0353	4.5	81%	0	0	0
Books-a-zillion	919.00	89	183.0	1.2486	4	82%	0	0	0
