Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Best Price_	510.00	224	0.0	1.0	4	82%	0	0	0
Amazing_Buy	585.00	17,783	75.0	1.1471	4.5	95%	1	0	1
PKS RETAIL	585.00	4	75.0	1.1471	5	100%	0	0	0
uRead-Store	597.00	25,131	87.0	1.1706	4.5	92%	1	0	0
Goodread Bookstore	650.00	579	140.0	1.2745	5	97%	1	0	0
Inetrade India	586.89	3,250	76.89	1.1508	4	75%	0	0	0
HERITAGE PUBLISHERS	664.00	783	154.0	1.302	4.5	94%	0	0	0
Darth Vader	573.00	61	63.0	1.1235	4	77%	0	0	0
Best Deal India	675.00	6	165.0	1.3235	5	100%	0	0	0
MK BOOKS INDIA	679.00	2,247	169.0	1.3314	2.5	34%	0	0	0
Sri Ganesha Books	575.00	382	65.0	1.1275	4	82%	0	0	0
AskTech Books	610.00	2	100.0	1.1961	2.5	50%	0	0	0
ONLINE BOOK CORNER	699.00	99	189.0	1.3706	4.5	90%	0	0	0
amazingbuy_	629.00	1	119.0	1.2333	5	100%	0	0	0
The Bookhive	639.20	43	129.2	1.2533	4	80%	0	0	0
Comma365	679.00	2,242	169.0	1.3314	4.5	95%	0	0	0
ReadAhead	719.00	213	209.0	1.4098	4	79%	0	0	0
Skycart	655.00	479	145.0	1.2843	4.5	90%	0	0	0
BooksRaja	647.00	171	137.0	1.2686	4.5	85%	0	0	0
ScribbleGraffito	663.17	29	153.17	1.3003	4.5	91%	0	0	0
Rama BOOKS	623.22	6	113.22	1.222	3.5	67%	0	0	0
O_Store	599.25	593	89.25	1.175	4.5	87%	0	0	0
Booksmandi	640.00	2,530	130.0	1.2549	4.5	89%	0	0	0
BetterDeals	799.00	12	289.0	1.5667	5	100%	0	0	0
Santusti Enterprises	799.00	26	289.0	1.5667	4	81%	0	0	0
BookAdda	727.00	365	217.0	1.4255	3	47%	0	0	0
Books-a-zillion	719.10	89	209.1	1.41	4	82%	0	0	0
BOOKKR	799.00	5	289.0	1.5667	3.5	60%	0	0	0
MEETA BOOKS	719.00	47	209.0	1.4098	2.5	36%	0	0	0
W S Retaill	737.00	34	227.0	1.4451	3.5	69%	0	0	0
SHIVAYA BOOKS	687.14	12	177.14	1.3473	2.5	33%	0	0	0
Browsers' Lounge	765.00	122	255.0	1.5	4.5	96%	0	0	0
Kushii Radiance Bookshop	760.00	63	250.0	1.4902	4.5	84%	0	0	0
Bookland24	799.00		289.0	1.5667			0	0	0
SAI BOOKS	791.00	181	281.0	1.551	3	46%	0	0	0
Universal Books House	999.00	1	489.0	1.9588	5	100%	0	0	0
